,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate,priorQShares,recQShares,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
allFirms,GLRE,0.0,97.0,2018-03-31,2018-06-30,16222999.999999998,16158999.999999998,-0.39,13.0,30.0,24.0,31.0
hedgeFunds,GLRE,0.0,17.0,2018-03-31,2018-06-30,1643000.0,1396000.0,-15.05,4.0,3.0,6.0,7.0
allFirms,GLUU,1.0,152.0,2018-03-31,2018-06-30,64224000.00000001,76815000.0,19.6,38.0,47.0,9.0,46.0
hedgeFunds,GLUU,1.0,35.0,2018-03-31,2018-06-30,22616000.0,25190000.0,11.38,13.0,10.0,3.0,11.0
allFirms,GLYC,1.0,84.0,2018-03-31,2018-06-30,43591000.0,46205000.0,6.0,24.0,31.0,23.0,21.0
hedgeFunds,GLYC,0.0,16.0,2018-03-31,2018-06-30,7634000.0,6547000.0,-14.25,3.0,4.0,9.0,8.0
allFirms,GMLP,1.0,94.0,2018-03-31,2018-06-30,29370000.0,28461000.0,-3.09,17.0,27.0,19.0,30.0
hedgeFunds,GMLP,1.0,12.0,2018-03-31,2018-06-30,7677000.0,5032000.0,-34.45,1.0,3.0,5.0,6.0
allFirms,GNBC,2.0,132.0,2018-03-31,2018-06-30,24977000.0,24927000.0,-0.2,19.0,57.0,17.0,32.0
hedgeFunds,GNBC,0.0,21.0,2018-03-31,2018-06-30,2037999.9999999998,2587000.0,26.97,7.0,8.0,9.0,4.0
allFirms,GNCA,1.0,52.0,2018-03-31,2018-06-30,53625000.0,52172000.0,-2.71,15.0,8.0,26.0,14.0
hedgeFunds,GNCA,0.0,16.0,2018-03-31,2018-06-30,16181999.999999998,21054000.0,30.11,8.0,3.0,3.0,3.0
allFirms,GNMK,0.0,105.0,2018-03-31,2018-06-30,56204000.0,55553000.0,-1.16,16.0,37.0,8.0,24.0
hedgeFunds,GNMK,0.0,24.0,2018-03-31,2018-06-30,12501000.0,12179000.0,-2.57,6.0,8.0,4.0,8.0
allFirms,GNMX,0.0,39.0,2018-03-31,2018-06-30,13548000.0,12793000.0,-5.57,4.0,8.0,8.0,
hedgeFunds,GNMX,0.0,6.0,2018-03-31,2018-06-30,9817000.0,9778000.0,-0.4,1.0,1.0,2.0,
allFirms,GNRX,,,,,,,,,,,
hedgeFunds,GNRX,,,,,,,,,,,
allFirms,GNTX,7.0,447.0,2018-03-31,2018-06-30,230126000.0,230551000.0,0.18,52.0,153.0,41.0,172.0
hedgeFunds,GNTX,1.0,42.0,2018-03-31,2018-06-30,31787000.0,28290000.0,-11.0,7.0,14.0,10.0,18.0
allFirms,GOGO,2.0,105.0,2018-03-31,2018-06-30,65101000.0,59049000.0,-9.3,14.0,39.0,18.0,30.0
hedgeFunds,GOGO,1.0,17.0,2018-03-31,2018-06-30,19930000.0,20268000.0,1.7,2.0,6.0,7.0,7.0
allFirms,GOOD,1.0,109.0,2018-03-31,2018-06-30,15954000.0,15465000.0,-3.06,9.0,33.0,14.0,38.0
hedgeFunds,GOOD,0.0,14.0,2018-03-31,2018-06-30,3534000.0,3517000.0,-0.48,1.0,4.0,4.0,6.0
allFirms,GOODO,,,,,,,,,,,
hedgeFunds,GOODO,,,,,,,,,,,
allFirms,GOODP,,,,,,,,,,,
hedgeFunds,GOODP,,,,,,,,,,,
allFirms,GOOGL,525.0,2284.0,2018-03-31,2018-06-30,233063000.0,233709000.0,0.28,136.0,962.0,79.0,861.0
hedgeFunds,GOOGL,67.0,258.0,2018-03-31,2018-06-30,17626000.0,17488000.0,-0.78,35.0,83.0,24.0,103.0
allFirms,GOV,1.0,221.0,2018-03-31,2018-06-30,57464000.0,57700000.0,0.41,30.0,75.0,22.0,72.0
hedgeFunds,GOV,0.0,17.0,2018-03-31,2018-06-30,3216000.0,1900000.0,-40.91,6.0,3.0,3.0,8.0
allFirms,GOVNI,,,,,,,,,,,
hedgeFunds,GOVNI,,,,,,,,,,,
allFirms,GPAQ,0.0,19.0,2018-03-31,2018-06-30,3274000.0,5325000.0,62.65,10.0,1.0,1.0,
hedgeFunds,GPAQ,0.0,7.0,2018-03-31,2018-06-30,1591000.0,3461000.0,117.63,3.0,1.0,1.0,
allFirms,GPAQU,0.0,18.0,2018-03-31,2018-06-30,6929000.0,4242000.0,-38.78,2.0,4.0,4.0,
hedgeFunds,GPAQU,0.0,10.0,2018-03-31,2018-06-30,5989000.0,3585000.0,-40.14,1.0,2.0,2.0,
allFirms,GPAQW,0.0,11.0,2018-03-31,2018-06-30,2125000.0,5072000.0,138.73,5.0,1.0,2.0,
hedgeFunds,GPAQW,0.0,7.0,2018-03-31,2018-06-30,1914000.0,4470000.0,133.51,3.0,1.0,1.0,
allFirms,GPOR,8.0,264.0,2018-03-31,2018-06-30,155125000.0,164939000.0,6.33,55.0,88.0,52.0,91.0
hedgeFunds,GPOR,5.0,44.0,2018-03-31,2018-06-30,39238000.0,28926000.0,-26.28,12.0,17.0,15.0,13.0
allFirms,GPP,2.0,38.0,2018-03-31,2018-06-30,6081000.0,5247000.0,-13.71,7.0,15.0,8.0,6.0
hedgeFunds,GPP,1.0,5.0,2018-03-31,2018-06-30,2790000.0,2424000.0,-13.13,2.0,1.0,2.0,2.0
allFirms,GPRE,3.0,144.0,2018-03-31,2018-06-30,44750000.0,44471000.0,-0.62,19.0,63.0,18.0,37.0
hedgeFunds,GPRE,0.0,17.0,2018-03-31,2018-06-30,4846000.0,5877000.0,21.28,7.0,5.0,10.0,5.0
allFirms,GRFS,3.0,176.0,2018-03-31,2018-06-30,147912000.0,143729000.0,-2.83,23.0,66.0,25.0,56.0
hedgeFunds,GRFS,1.0,24.0,2018-03-31,2018-06-30,44265000.0,39495000.0,-10.78,5.0,8.0,3.0,10.0
allFirms,GRIN,,,,,,,,,,,
hedgeFunds,GRIN,,,,,,,,,,,
allFirms,GRMN,1.0,427.0,2018-03-31,2018-06-30,75542000.0,78901000.0,4.45,44.0,155.0,31.0,139.0
hedgeFunds,GRMN,1.0,59.0,2018-03-31,2018-06-30,8244000.0,7451000.0,-9.62,13.0,22.0,6.0,18.0
allFirms,GRNQ,,,,,,,,,,,
hedgeFunds,GRNQ,,,,,,,,,,,
allFirms,GRPN,4.0,225.0,2018-03-31,2018-06-30,373668000.0,379774000.0,1.63,50.0,98.0,19.0,34.0
hedgeFunds,GRPN,3.0,50.0,2018-03-31,2018-06-30,70718000.0,84162000.0,19.01,20.0,17.0,5.0,8.0
allFirms,GRSHU,,,,,,,,,,,
hedgeFunds,GRSHU,,,,,,,,,,,
allFirms,GSHT,0.0,34.0,2018-03-31,2018-06-30,30594000.0,33081000.000000004,8.13,9.0,5.0,3.0,11.0
hedgeFunds,GSHT,0.0,16.0,2018-03-31,2018-06-30,21836000.0,23658000.0,8.34,3.0,4.0,2.0,3.0
allFirms,GSHTU,0.0,19.0,2018-03-31,2018-06-30,8359000.0,4751000.0,-43.16,4.0,2.0,5.0,5.0
hedgeFunds,GSHTU,0.0,7.0,2018-03-31,2018-06-30,4255000.0,1612000.0,-62.11,1.0,1.0,2.0,2.0
allFirms,GSHTW,0.0,30.0,2018-03-31,2018-06-30,9075000.0,10269000.0,13.16,6.0,3.0,8.0,
hedgeFunds,GSHTW,0.0,16.0,2018-03-31,2018-06-30,6570000.0,7337000.0,11.67,3.0,1.0,5.0,
allFirms,GSIT,1.0,49.0,2018-03-31,2018-06-30,6621000.0,6350000.0,-4.1,11.0,10.0,19.0,
hedgeFunds,GSIT,0.0,12.0,2018-03-31,2018-06-30,2528000.0,3086000.0,22.07,7.0,3.0,1.0,
allFirms,GSM,,,,,,,,,,,
hedgeFunds,GSM,,,,,,,,,,,
allFirms,GSUM,1.0,23.0,2018-03-31,2018-06-30,7931000.0,8106000.0,2.2,3.0,4.0,12.0,10.0
hedgeFunds,GSUM,1.0,8.0,2018-03-31,2018-06-30,3629000.0,5240000.0,44.42,2.0,2.0,3.0,2.0
allFirms,GT,3.0,444.0,2018-03-31,2018-06-30,211051000.0,204934000.0,-2.9,48.0,149.0,65.0,160.0
hedgeFunds,GT,1.0,51.0,2018-03-31,2018-06-30,37271000.0,39235000.0,5.27,14.0,23.0,13.0,9.0
allFirms,GTHX,0.0,95.0,2018-03-31,2018-06-30,19941000.0,23073000.0,15.71,21.0,44.0,19.0,18.0
hedgeFunds,GTHX,0.0,18.0,2018-03-31,2018-06-30,2703000.0,2382000.0,-11.86,8.0,3.0,9.0,2.0
allFirms,GTIM,0.0,14.0,2018-03-31,2018-06-30,1965000.0,1963000.0,-0.09,4.0,5.0,,
hedgeFunds,GTIM,0.0,3.0,2018-03-31,2018-06-30,1420000.0,1431000.0,0.75,1.0,1.0,,
allFirms,GTLS,2.0,207.0,2018-03-31,2018-06-30,30552000.0,32100000.0,5.07,42.0,60.0,28.0,70.0
hedgeFunds,GTLS,2.0,29.0,2018-03-31,2018-06-30,1727000.0,2497000.0,44.56,11.0,10.0,6.0,6.0
allFirms,GTXI,1.0,57.0,2018-03-31,2018-06-30,5105000.0,6822000.0,33.64,21.0,16.0,8.0,8.0
hedgeFunds,GTXI,0.0,9.0,2018-03-31,2018-06-30,1220000.0,2418000.0,98.25,4.0,1.0,3.0,2.0
allFirms,GTYH,1.0,37.0,2018-03-31,2018-06-30,36596000.0,35752000.0,-2.31,5.0,6.0,3.0,8.0
hedgeFunds,GTYH,1.0,20.0,2018-03-31,2018-06-30,29053000.0,26752000.0,-7.92,2.0,1.0,1.0,5.0
allFirms,GTYHU,0.0,17.0,2018-03-31,2018-06-30,16817000.0,17723000.0,5.39,2.0,1.0,5.0,
hedgeFunds,GTYHU,0.0,8.0,2018-03-31,2018-06-30,13389000.0,13306000.0,-0.62,1.0,1.0,2.0,
allFirms,GTYHW,1.0,22.0,2018-03-31,2018-06-30,9545000.0,9651000.0,1.11,3.0,1.0,,
hedgeFunds,GTYHW,0.0,12.0,2018-03-31,2018-06-30,7366000.0,7562000.0,2.66,3.0,1.0,,
allFirms,GURE,1.0,18.0,2018-03-31,2018-06-30,3397000.0,3428000.0,0.89,4.0,5.0,,
hedgeFunds,GURE,1.0,3.0,2018-03-31,2018-06-30,1997000.0,2005999.9999999998,0.47,1.0,1.0,,
allFirms,GVP,1.0,30.0,2018-03-31,2018-06-30,6400000.0,6435000.0,0.54,4.0,9.0,,
hedgeFunds,GVP,0.0,5.0,2018-03-31,2018-06-30,1428000.0,1436000.0,0.53,1.0,2.0,,
allFirms,GWPH,2.0,247.0,2018-03-31,2018-06-30,21569000.0,20949000.0,-2.87,80.0,78.0,16.0,43.0
hedgeFunds,GWPH,2.0,34.0,2018-03-31,2018-06-30,7652000.0,6147000.0,-19.66,10.0,10.0,8.0,12.0
allFirms,HA,1.0,240.0,2018-03-31,2018-06-30,43583000.0,42188000.0,-3.2,27.0,88.0,36.0,76.0
hedgeFunds,HA,0.0,22.0,2018-03-31,2018-06-30,5679000.0,3778000.0,-33.47,4.0,4.0,16.0,14.0
allFirms,HABT,1.0,86.0,2018-03-31,2018-06-30,17294000.0,15511000.0,-10.31,8.0,27.0,15.0,28.0
hedgeFunds,HABT,1.0,20.0,2018-03-31,2018-06-30,4427000.0,4073000.0000000005,-7.99,5.0,5.0,5.0,9.0
allFirms,HAFC,,,,,,,,,,,
hedgeFunds,HAFC,,,,,,,,,,,
allFirms,HAIR,,,,,,,,,,,
hedgeFunds,HAIR,,,,,,,,,,,
allFirms,HALO,1.0,190.0,2018-03-31,2018-06-30,122296000.0,121055000.0,-1.01,17.0,67.0,30.0,73.0
hedgeFunds,HALO,1.0,36.0,2018-03-31,2018-06-30,31607000.0,27949000.0,-11.58,3.0,11.0,14.0,16.0
allFirms,HAS,4.0,560.0,2018-03-31,2018-06-30,98416000.0,100724000.0,2.35,65.0,204.0,84.0,188.0
hedgeFunds,HAS,0.0,39.0,2018-03-31,2018-06-30,6395000.0,4121000.0000000005,-35.56,6.0,17.0,27.0,13.0
allFirms,HBAN,10.0,640.0,2018-03-31,2018-06-30,825475000.0,864711000.0,4.75,57.0,242.0,58.0,196.0
hedgeFunds,HBAN,5.0,63.0,2018-03-31,2018-06-30,47055000.0,43091000.0,-8.42,10.0,26.0,16.0,21.0
allFirms,HBCP,1.0,79.0,2018-03-31,2018-06-30,3499000.0,3688000.0,5.4,9.0,36.0,16.0,
hedgeFunds,HBCP,1.0,13.0,2018-03-31,2018-06-30,1458000.0,1522000.0,4.35,3.0,6.0,3.0,
allFirms,HBIO,1.0,79.0,2018-03-31,2018-06-30,23272000.0,26849000.0,15.37,16.0,30.0,8.0,26.0
hedgeFunds,HBIO,1.0,16.0,2018-03-31,2018-06-30,7993000.0,8553000.0,7.0,3.0,5.0,4.0,8.0
allFirms,HBK,,,,,,,,,,,
hedgeFunds,HBK,,,,,,,,,,,
allFirms,HBMD,1.0,62.0,2018-03-31,2018-06-30,7542000.0,10075000.0,33.58,13.0,31.0,6.0,9.0
hedgeFunds,HBMD,1.0,12.0,2018-03-31,2018-06-30,2754000.0,3666000.0,33.13,2.0,4.0,5.0,3.0
allFirms,HBNC,1.0,111.0,2018-03-31,2018-06-30,19726000.0,20168000.0,2.24,14.0,40.0,7.0,41.0
hedgeFunds,HBNC,1.0,14.0,2018-03-31,2018-06-30,4555000.0,4734000.0,3.91,2.0,5.0,2.0,4.0
allFirms,HBP,,,,,,,,,,,
hedgeFunds,HBP,,,,,,,,,,,
allFirms,HCAP,,,,,,,,,,,
hedgeFunds,HCAP,,,,,,,,,,,
allFirms,HCAPZ,,,,,,,,,,,
hedgeFunds,HCAPZ,,,,,,,,,,,
allFirms,HCCH,,,,,,,,,,,
hedgeFunds,HCCH,,,,,,,,,,,
allFirms,HCCHR,,,,,,,,,,,
hedgeFunds,HCCHR,,,,,,,,,,,
allFirms,HCCHW,,,,,,,,,,,
hedgeFunds,HCCHW,,,,,,,,,,,
allFirms,HCCI,2.0,87.0,2018-03-31,2018-06-30,14126000.0,13603000.0,-3.7,6.0,40.0,22.0,26.0
hedgeFunds,HCCI,1.0,11.0,2018-03-31,2018-06-30,4340000.0,4437000.0,2.23,1.0,5.0,8.0,4.0
allFirms,HCKT,1.0,122.0,2018-03-31,2018-06-30,22405000.0,23173000.0,3.43,7.0,52.0,12.0,37.0
hedgeFunds,HCKT,0.0,17.0,2018-03-31,2018-06-30,3050000.0,3392000.0,11.23,1.0,11.0,4.0,5.0
allFirms,HCM,,,,,,,,,,,
hedgeFunds,HCM,,,,,,,,,,,
allFirms,HCSG,1.0,298.0,2018-03-31,2018-06-30,75494000.0,82731000.0,9.59,40.0,136.0,44.0,80.0
hedgeFunds,HCSG,1.0,32.0,2018-03-31,2018-06-30,8077000.0,7931000.0,-1.82,6.0,12.0,15.0,12.0
allFirms,HDP,,,,,,,,,,,
hedgeFunds,HDP,,,,,,,,,,,
allFirms,HDS,,,,,,,,,,,
hedgeFunds,HDS,,,,,,,,,,,
allFirms,HDSN,1.0,78.0,2018-03-31,2018-06-30,34321000.0,32616000.0,-4.97,17.0,27.0,44.0,27.0
hedgeFunds,HDSN,1.0,15.0,2018-03-31,2018-06-30,8063000.000000001,8724000.0,8.19,7.0,4.0,7.0,4.0
allFirms,HEAR,,,,,,,,,,,
hedgeFunds,HEAR,,,,,,,,,,,
allFirms,HEES,1.0,160.0,2018-03-31,2018-06-30,26788000.0,27033000.0,0.92,24.0,51.0,33.0,60.0
hedgeFunds,HEES,0.0,21.0,2018-03-31,2018-06-30,3130000.0,3423000.0,9.35,5.0,5.0,13.0,9.0
allFirms,HELE,1.0,243.0,2018-03-31,2018-06-30,25040000.0,26466000.0,5.69,39.0,82.0,18.0,70.0
hedgeFunds,HELE,0.0,28.0,2018-03-31,2018-06-30,2656000.0,2666000.0,0.37,8.0,9.0,5.0,8.0
allFirms,HFBC,1.0,31.0,2018-03-31,2018-06-30,3176000.0,3225000.0,1.52,8.0,6.0,6.0,
hedgeFunds,HFBC,1.0,7.0,2018-03-31,2018-06-30,1591000.0,1734000.0,9.01,2.0,2.0,2.0,
allFirms,HFFG,,,,,,,,,,,
hedgeFunds,HFFG,,,,,,,,,,,
allFirms,HFWA,2.0,150.0,2018-03-31,2018-06-30,26237000.0,28785000.0,9.71,26.0,46.0,24.0,55.0
hedgeFunds,HFWA,0.0,19.0,2018-03-31,2018-06-30,3632000.0,3121000.0,-14.05,3.0,4.0,12.0,10.0
allFirms,HIBB,0.0,175.0,2018-03-31,2018-06-30,26269000.0,25583000.0,-2.61,27.0,62.0,34.0,58.0
hedgeFunds,HIBB,0.0,26.0,2018-03-31,2018-06-30,5035000.0,5203000.0,3.35,6.0,11.0,11.0,9.0
allFirms,HIIQ,4.0,137.0,2018-03-31,2018-06-30,12775000.0,14582000.0,14.15,32.0,57.0,21.0,31.0
hedgeFunds,HIIQ,3.0,26.0,2018-03-31,2018-06-30,7321000.0,6573000.0,-10.22,5.0,11.0,16.0,9.0
allFirms,HIMX,1.0,105.0,2018-03-31,2018-06-30,42509000.0,40330000.0,-5.13,21.0,23.0,18.0,38.0
hedgeFunds,HIMX,1.0,18.0,2018-03-31,2018-06-30,10030000.0,7748000.0,-22.75,5.0,2.0,5.0,9.0
allFirms,HLIT,4.0,119.0,2018-03-31,2018-06-30,75656000.0,74437000.0,-1.61,15.0,55.0,20.0,
hedgeFunds,HLIT,2.0,20.0,2018-03-31,2018-06-30,11365000.0,13518000.0,18.94,7.0,7.0,3.0,
allFirms,HLNE,1.0,104.0,2018-03-31,2018-06-30,17204000.0,18690000.0,8.63,25.0,34.0,14.0,38.0
hedgeFunds,HLNE,1.0,17.0,2018-03-31,2018-06-30,2829000.0,2416000.0,-14.6,6.0,4.0,12.0,6.0
allFirms,HMHC,2.0,127.0,2018-03-31,2018-06-30,121199000.0,118038000.0,-2.61,19.0,52.0,22.0,40.0
hedgeFunds,HMHC,2.0,31.0,2018-03-31,2018-06-30,43797000.0,38565000.0,-11.94,6.0,9.0,14.0,13.0
allFirms,HMST,1.0,131.0,2018-03-31,2018-06-30,21715000.0,21891000.0,0.81,17.0,56.0,18.0,37.0
hedgeFunds,HMST,1.0,16.0,2018-03-31,2018-06-30,2420000.0,2303000.0,-4.84,3.0,7.0,6.0,4.0
allFirms,HMSY,2.0,213.0,2018-03-31,2018-06-30,81427000.0,80072000.0,-1.66,30.0,71.0,17.0,73.0
hedgeFunds,HMSY,0.0,26.0,2018-03-31,2018-06-30,7933000.0,6994000.0,-11.83,5.0,7.0,8.0,13.0
allFirms,HMTA,0.0,23.0,2018-03-31,2018-06-30,2024000.0,2092000.0,3.37,5.0,6.0,,
hedgeFunds,HMTA,0.0,6.0,2018-03-31,2018-06-30,1053000.0,1090000.0,3.48,3.0,1.0,,
allFirms,HMTV,2.0,62.0,2018-03-31,2018-06-30,12651000.0,13031000.0,3.0,6.0,27.0,16.0,
hedgeFunds,HMTV,1.0,9.0,2018-03-31,2018-06-30,3096000.0,3191000.0,3.05,2.0,3.0,3.0,
allFirms,HOFT,0.0,119.0,2018-03-31,2018-06-30,10147000.0,10179000.0,0.32,17.0,36.0,13.0,44.0
hedgeFunds,HOFT,0.0,22.0,2018-03-31,2018-06-30,1251000.0,1563000.0,25.0,10.0,4.0,2.0,6.0
allFirms,HOLI,0.0,126.0,2018-03-31,2018-06-30,42346000.0,42477000.0,0.31,27.0,45.0,15.0,38.0
hedgeFunds,HOLI,0.0,26.0,2018-03-31,2018-06-30,15324000.0,16146000.0,5.36,8.0,12.0,3.0,5.0
allFirms,HOLX,3.0,435.0,2018-03-31,2018-06-30,275504000.0,268029000.0,-2.71,49.0,122.0,55.0,181.0
hedgeFunds,HOLX,2.0,41.0,2018-03-31,2018-06-30,8692000.0,7664000.0,-11.83,18.0,5.0,16.0,14.0
allFirms,HOMB,4.0,245.0,2018-03-31,2018-06-30,111941000.0,112443000.0,0.45,25.0,85.0,25.0,83.0
hedgeFunds,HOMB,4.0,29.0,2018-03-31,2018-06-30,6899000.0,7286000.0,5.61,5.0,8.0,9.0,12.0
allFirms,HOPE,,,,,,,,,,,
hedgeFunds,HOPE,,,,,,,,,,,
allFirms,HOVNP,,,,,,,,,,,
hedgeFunds,HOVNP,,,,,,,,,,,
allFirms,HPJ,0.0,12.0,2018-03-31,2018-06-30,1770000.0,1723000.0,-2.66,1.0,6.0,,
hedgeFunds,HPJ,0.0,3.0,2018-03-31,2018-06-30,1155000.0,1153000.0,-0.13,1.0,2.0,,
allFirms,HPT,2.0,345.0,2018-03-31,2018-06-30,121218000.0,121222000.0,0.0,41.0,119.0,27.0,118.0
hedgeFunds,HPT,0.0,30.0,2018-03-31,2018-06-30,4526000.0,4743000.0,4.8,9.0,10.0,5.0,8.0
allFirms,HQY,3.0,272.0,2018-03-31,2018-06-30,60139000.0,60144000.0,0.01,39.0,103.0,33.0,100.0
hedgeFunds,HQY,0.0,30.0,2018-03-31,2018-06-30,2632000.0,2007000.0000000002,-23.77,13.0,6.0,13.0,11.0
allFirms,HSDT,,,,,,,,,,,
hedgeFunds,HSDT,,,,,,,,,,,
allFirms,HSGX,1.0,31.0,2018-03-31,2018-06-30,13270000.0,13411000.0,1.07,7.0,8.0,,
hedgeFunds,HSGX,1.0,9.0,2018-03-31,2018-06-30,6954000.0,7123000.0,2.43,2.0,3.0,,
allFirms,HSIC,8.0,503.0,2018-03-31,2018-06-30,162729000.0,166606000.0,2.38,46.0,147.0,48.0,212.0
hedgeFunds,HSIC,3.0,42.0,2018-03-31,2018-06-30,21500000.0,21343000.0,-0.73,11.0,5.0,13.0,21.0
allFirms,HSII,0.0,161.0,2018-03-31,2018-06-30,16074000.000000002,17003000.0,5.78,23.0,58.0,12.0,49.0
hedgeFunds,HSII,0.0,25.0,2018-03-31,2018-06-30,2137000.0,2817000.0,31.79,5.0,12.0,6.0,5.0
allFirms,HSKA,0.0,136.0,2018-03-31,2018-06-30,6579000.0,6627000.0,0.74,20.0,58.0,15.0,39.0
hedgeFunds,HSKA,0.0,15.0,2018-03-31,2018-06-30,1171000.0,1144000.0,-2.25,4.0,3.0,3.0,8.0
allFirms,HSTM,0.0,147.0,2018-03-31,2018-06-30,22940000.0,23317000.0,1.65,21.0,61.0,13.0,44.0
hedgeFunds,HSTM,0.0,28.0,2018-03-31,2018-06-30,4317000.0,3425000.0,-20.67,4.0,13.0,4.0,10.0
allFirms,HTBI,2.0,101.0,2018-03-31,2018-06-30,11533000.0,11578000.0,0.39,10.0,34.0,5.0,36.0
hedgeFunds,HTBI,0.0,16.0,2018-03-31,2018-06-30,2099000.0,2077999.9999999998,-1.0,1.0,7.0,2.0,7.0
allFirms,HTBK,1.0,122.0,2018-03-31,2018-06-30,27776000.0,31448000.0,13.22,12.0,64.0,10.0,27.0
hedgeFunds,HTBK,1.0,24.0,2018-03-31,2018-06-30,4226000.0,4022000.0000000005,-4.81,3.0,14.0,4.0,5.0
allFirms,HTGM,0.0,43.0,2018-03-31,2018-06-30,11232000.0,13723000.0,22.18,13.0,9.0,7.0,
hedgeFunds,HTGM,0.0,8.0,2018-03-31,2018-06-30,1044999.9999999999,3416000.0,226.8,6.0,3.0,1.0,
allFirms,HTHT,10.0,223.0,2018-03-31,2018-06-30,109126000.0,109356000.0,0.21,70.0,62.0,36.0,72.0
hedgeFunds,HTHT,3.0,31.0,2018-03-31,2018-06-30,9094000.0,8289999.999999999,-8.84,12.0,7.0,11.0,9.0
allFirms,HTLD,1.0,155.0,2018-03-31,2018-06-30,51266000.0,49131000.0,-4.16,20.0,55.0,22.0,43.0
hedgeFunds,HTLD,0.0,19.0,2018-03-31,2018-06-30,12496000.0,10359000.0,-17.1,4.0,7.0,9.0,8.0
allFirms,HUBG,1.0,187.0,2018-03-31,2018-06-30,31743000.0,31424000.0,-1.0,22.0,60.0,15.0,77.0
hedgeFunds,HUBG,1.0,32.0,2018-03-31,2018-06-30,9135000.0,8468000.0,-7.3,2.0,8.0,9.0,22.0
allFirms,HUNT,0.0,23.0,2018-03-31,2018-06-30,11755000.0,12373000.0,5.26,1.0,5.0,4.0,
hedgeFunds,HUNT,0.0,12.0,2018-03-31,2018-06-30,7465000.0,7385000.0,-1.08,1.0,3.0,3.0,
allFirms,HUNTW,0.0,17.0,2018-03-31,2018-06-30,3981000.0,4391000.0,10.3,2.0,,,
hedgeFunds,HUNTW,0.0,9.0,2018-03-31,2018-06-30,1733000.0,1721000.0,-0.69,1.0,,,
allFirms,HURN,1.0,101.0,2018-03-31,2018-06-30,20445000.0,19978000.0,-2.28,13.0,35.0,24.0,34.0
hedgeFunds,HURN,0.0,17.0,2018-03-31,2018-06-30,1795000.0,1961000.0,9.28,4.0,6.0,5.0,5.0
allFirms,HWC,0.0,45.0,2018-03-31,2018-06-30,10563000.0,10177000.0,-3.66,3.0,16.0,8.0,14.0
hedgeFunds,HWC,0.0,8.0,2018-03-31,2018-06-30,1288000.0,1597000.0,23.97,2.0,3.0,4.0,3.0
allFirms,HWCC,0.0,45.0,2018-03-31,2018-06-30,10563000.0,10177000.0,-3.66,3.0,16.0,8.0,14.0
hedgeFunds,HWCC,0.0,8.0,2018-03-31,2018-06-30,1288000.0,1597000.0,23.97,2.0,3.0,4.0,3.0
allFirms,HYAC,1.0,26.0,2018-03-31,2018-06-30,9499000.0,12389000.0,30.43,10.0,6.0,2.0,3.0
hedgeFunds,HYAC,1.0,13.0,2018-03-31,2018-06-30,7206000.0,7077000.0,-1.8,4.0,3.0,2.0,1.0
allFirms,HYACU,1.0,28.0,2018-03-31,2018-06-30,18901000.0,15062000.0,-20.31,3.0,4.0,6.0,9.0
hedgeFunds,HYACU,0.0,8.0,2018-03-31,2018-06-30,4851000.0,4483000.0,-7.58,1.0,1.0,3.0,3.0
allFirms,HYACW,0.0,19.0,2018-03-31,2018-06-30,4487000.0,5936000.0,32.3,6.0,3.0,1.0,
hedgeFunds,HYACW,0.0,12.0,2018-03-31,2018-06-30,3862000.0,4718000.0,22.17,2.0,2.0,1.0,
allFirms,HZNP,6.0,201.0,2018-03-31,2018-06-30,140216000.0,145398000.0,3.7,38.0,69.0,34.0,61.0
hedgeFunds,HZNP,5.0,32.0,2018-03-31,2018-06-30,48735000.0,43791000.0,-10.15,4.0,15.0,13.0,9.0
allFirms,IAC,24.0,438.0,2018-03-31,2018-06-30,71120000.0,72600000.0,2.08,61.0,147.0,50.0,155.0
hedgeFunds,IAC,16.0,83.0,2018-03-31,2018-06-30,15726000.0,15655000.0,-0.45,19.0,27.0,17.0,28.0
allFirms,IAM,0.0,22.0,2018-03-31,2018-06-30,4754000.0,4669000.0,-1.79,5.0,1.0,2.0,
hedgeFunds,IAM,0.0,8.0,2018-03-31,2018-06-30,2429000.0,1880000.0,-22.63,1.0,1.0,1.0,
allFirms,IAMXR,0.0,13.0,2018-03-31,2018-06-30,4170000.0,4235000.0,1.57,3.0,,,
hedgeFunds,IAMXR,0.0,8.0,2018-03-31,2018-06-30,3241000.0,3224000.0,-0.51,2.0,,,
allFirms,IAMXW,0.0,17.0,2018-03-31,2018-06-30,3327000.0,3502000.0,5.26,1.0,4.0,,
hedgeFunds,IAMXW,0.0,9.0,2018-03-31,2018-06-30,2397000.0,2523000.0,5.27,1.0,2.0,,
allFirms,IART,3.0,251.0,2018-03-31,2018-06-30,69809000.0,71867000.0,2.95,54.0,79.0,31.0,88.0
hedgeFunds,IART,0.0,29.0,2018-03-31,2018-06-30,2931000.0,4450000.0,51.81,16.0,6.0,5.0,6.0
allFirms,IBB,22.0,581.0,2018-03-31,2018-06-30,49233000.0,52128000.0,5.88,61.0,164.0,58.0,214.0
hedgeFunds,IBB,3.0,42.0,2018-03-31,2018-06-30,2148000.0,2079000.0000000002,-3.2,9.0,8.0,12.0,13.0
