,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate, priorQShares , recQShares ,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
allFirms,BPOP,7,237,3/31/2018,6/30/2018,91942000,89914000,-2.21,32,61,24,107
hedgeFunds,BPOP,6,45,3/31/2018,6/30/2018," 17,439,000.00 "," 15,313,000.00 ",-12.19,6,12,11,20
allFirms,BPR,,,,,,,,,,,
hedgeFunds,BPR,,,,,,,,,,,
allFirms,BPRAP,,,,,,,,,,,
hedgeFunds,BPRAP,,,,,,,,,,,
allFirms,BPRN,0,46,3/31/2018,6/30/2018,1914000,2248000,17.44,12,6,7,
hedgeFunds,BPRN,0,8,3/31/2018,6/30/2018," 1,299,000.00 "," 1,053,000.00 ",-18.89,3,2,3,
allFirms,BPY,5,105,3/31/2018,6/30/2018,161334000,168137000,4.22,13,31,12,31
hedgeFunds,BPY,2,10,3/31/2018,6/30/2018," 54,137,000.00 "," 58,873,000.00 ",8.75,2,4,2,2
allFirms,BRAC,0,24,3/31/2018,6/30/2018,11318000,10327000,-8.76,2,6,4,3
hedgeFunds,BRAC,0,11,3/31/2018,6/30/2018," 5,115,000.00 "," 4,931,000.00 ",-3.6,1,2,2,2
allFirms,BRACR,0,17,3/31/2018,6/30/2018,9042000,9734000,7.65,2,4,4,
hedgeFunds,BRACR,0,12,3/31/2018,6/30/2018," 6,617,000.00 "," 8,187,000.00 ",23.72,1,3,2,
allFirms,BRACW,0,20,3/31/2018,6/30/2018,8702000,9754000,12.09,4,2,1,4
hedgeFunds,BRACW,0,12,3/31/2018,6/30/2018," 4,466,000.00 "," 5,329,000.00 ",19.32,1,2,1,2
allFirms,BREW,,,,,,,,,,,
hedgeFunds,BREW,,,,,,,,,,,
allFirms,BRKL,0,174,3/31/2018,6/30/2018,60138000,60949000,1.35,17,59,14,53
hedgeFunds,BRKL,0,16,3/31/2018,6/30/2018," 6,639,000.00 "," 6,484,000.00 ",-2.34,3,2,4,10
allFirms,BRKR,0,223,3/31/2018,6/30/2018,102168000,102553000,0.38,35,78,33,83
hedgeFunds,BRKR,0,41,3/31/2018,6/30/2018," 11,277,000.00 "," 13,314,000.00 ",18.07,10,17,5,13
allFirms,BRKS,3,224,3/31/2018,6/30/2018,66858000,66788000,-0.1,37,80,28,68
hedgeFunds,BRKS,1,24,3/31/2018,6/30/2018," 8,593,000.00 "," 7,664,000.00 ",-10.81,6,8,7,10
allFirms,BRPA,0,19,3/31/2018,6/30/2018,4098000,4275000,4.31,6,2,2,
hedgeFunds,BRPA,0,7,3/31/2018,6/30/2018," 2,143,000.00 "," 1,569,000.00 ",-26.78,2,2,2,
allFirms,BRPAR,0,14,3/31/2018,6/30/2018,2998000,3368000,12.33,2,,,
hedgeFunds,BRPAR,0,8,3/31/2018,6/30/2018," 2,259,000.00 "," 2,244,000.00 ",-0.66,2,,,
allFirms,BRY,,,,,,,,,,,
hedgeFunds,BRY,,,,,,,,,,,
allFirms,BSRR,0,91,3/31/2018,6/30/2018,7822000,7923000,1.29,6,41,3,25
hedgeFunds,BSRR,0,15,3/31/2018,6/30/2018," 1,231,000.00 "," 1,148,000.00 ",-6.68,1,7,2,4
allFirms,BSTC,1,81,3/31/2018,6/30/2018,4187000,4223000,0.86,7,39,4,26
hedgeFunds,BSTC,1,14,3/31/2018,6/30/2018," 1,450,000.00 "," 1,352,000.00 ",-6.74,1,6,1,6
allFirms,BWB,1,62,3/31/2018,6/30/2018,8298000,9850000,18.7,31,19,15,6
hedgeFunds,BWB,1,15,3/31/2018,6/30/2018," 5,581,000.00 "," 5,537,000.00 ",-0.79,6,4,8,4
allFirms,BWEN,0,36,3/31/2018,6/30/2018,6455000,6149000,-4.75,8,5,,
hedgeFunds,BWEN,0,4,3/31/2018,6/30/2018," 1,898,000.00 "," 1,943,000.00 ",2.38,2,1,,
allFirms,BWFG,2,55,3/31/2018,6/30/2018,3874000,3776000,-2.51,8,25,10,
hedgeFunds,BWFG,2,10,3/31/2018,6/30/2018," 1,648,000.00 "," 1,682,000.00 ",2.03,2,3,1,
allFirms,BZUN,10,178,3/31/2018,6/30/2018,26389000,27062000,2.55,50,61,22,50
hedgeFunds,BZUN,3,32,3/31/2018,6/30/2018," 4,479,000.00 "," 3,588,000.00 ",-19.88,11,8,8,13
allFirms,CA,6,510,3/31/2018,6/30/2018,288103000,292004000,1.35,40,196,53,179
hedgeFunds,CA,1,44,3/31/2018,6/30/2018," 11,407,000.00 "," 14,141,000.00 ",23.96,8,18,7,14
allFirms,CAC,1,116,3/31/2018,6/30/2018,9852000,9834000,-0.18,37,8,34,
hedgeFunds,CAC,1,11,3/31/2018,6/30/2018," 1,237,000.00 "," 1,215,000.00 ",-1.75,6,4,1,
allFirms,CACC,18,191,3/31/2018,6/30/2018,13465000,13033000,-3.21,24,66,19,64
hedgeFunds,CACC,10,28,3/31/2018,6/30/2018," 6,813,000.00 "," 6,740,000.00 ",-1.07,3,8,8,14
allFirms,CAKE,2,285,3/31/2018,6/30/2018,49390000,49087000,-0.61,27,94,34,110
hedgeFunds,CAKE,0,28,3/31/2018,6/30/2018," 7,127,000.00 "," 6,372,000.00 ",-10.59,5,8,11,12
allFirms,CALA,,,,,,,,,,,
hedgeFunds,CALA,,,,,,,,,,,
allFirms,CALL,4,51,3/31/2018,6/30/2018,10797000,10924000,1.17,8,13,10,15
hedgeFunds,CALL,3,13,3/31/2018,6/30/2018," 5,163,000.00 "," 5,564,000.00 ",7.77,1,6,2,2
allFirms,CALM,1,236,3/31/2018,6/30/2018,27710000,28842000,4.09,48,80,14,67
hedgeFunds,CALM,0,36,3/31/2018,6/30/2018," 3,011,000.00 "," 3,798,000.00 ",26.16,14,13,7,8
allFirms,CAMP,3,155,3/31/2018,6/30/2018,26529000,27246000,2.7,19,66,17,42
hedgeFunds,CAMP,1,22,3/31/2018,6/30/2018," 1,628,000.00 "," 2,445,000.00 ",50.22,8,9,3,3
allFirms,CAMT,0,44,3/31/2018,6/30/2018,7457000,8089000,8.47,16,9,8,9
hedgeFunds,CAMT,0,11,3/31/2018,6/30/2018," 1,794,000.00 "," 2,269,000.00 ",26.46,4,4,1,2
allFirms,CAPR,,,,,,,,,,,
hedgeFunds,CAPR,,,,,,,,,,,
allFirms,CARA,,,,,,,,,,,
hedgeFunds,CARA,,,,,,,,,,,
allFirms,CARB,7,167,3/31/2018,6/30/2018,27548000,28292000,2.7,32,44,17,70
hedgeFunds,CARB,3,27,3/31/2018,6/30/2018," 7,548,000.00 "," 7,661,000.00 ",1.49,8,7,9,10
allFirms,CARG,7,100,3/31/2018,6/30/2018,54564000,69279000,26.97,48,37,8,9
hedgeFunds,CARG,5,24,3/31/2018,6/30/2018," 7,864,000.00 "," 14,545,000.00 ",84.95,10,9,3,3
allFirms,CARO,3,121,3/31/2018,6/30/2018,10110000,12202000,20.69,17,40,12,44
hedgeFunds,CARO,1,18,3/31/2018,6/30/2018," 1,652,000.00 "," 1,982,000.00 ",20,2,9,3,5
allFirms,CASA,,,,,,,,,,,
hedgeFunds,CASA,,,,,,,,,,,
allFirms,CASH,4,161,3/31/2018,6/30/2018,7695000,7985000,3.78,21,70,20,44
hedgeFunds,CASH,4,27,3/31/2018,6/30/2018," 1,884,000.00 "," 2,085,000.00 ",10.66,6,10,2,7
allFirms,CASI,,,,,,,,,,,
hedgeFunds,CASI,,,,,,,,,,,
allFirms,CASM,0,21,3/31/2018,6/30/2018,6523000,7134000,9.37,7,5,3,
hedgeFunds,CASM,0,5,3/31/2018,6/30/2018," 5,599,000.00 "," 5,704,000.00 ",1.87,1,2,1,
allFirms,CASS,0,117,3/31/2018,6/30/2018,6174000,6455000,4.56,19,46,25,
hedgeFunds,CASS,0,18,3/31/2018,6/30/2018," 1,164,000.00 "," 1,171,000.00 ",0.6,3,10,4,
allFirms,CASY,2,294,3/31/2018,6/30/2018,34853000,35017000,0.47,44,94,40,105
hedgeFunds,CASY,0,33,3/31/2018,6/30/2018," 2,561,000.00 "," 3,664,000.00 ",43.06,13,8,9,8
allFirms,CATB,3,31,3/31/2018,6/30/2018,7782000,29271000,276.13,12,7,5,5
hedgeFunds,CATB,1,9,3/31/2018,6/30/2018," 3,940,000.00 "," 10,057,000.00 ",155.26,6,1,1,1
allFirms,CATM,1,153,3/31/2018,6/30/2018,50387000,49478000,-1.8,28,49,21,51
hedgeFunds,CATM,1,28,3/31/2018,6/30/2018," 11,358,000.00 "," 13,089,000.00 ",15.24,8,9,4,10
allFirms,CATS,,,,,,,,,,,
hedgeFunds,CATS,,,,,,,,,,,
allFirms,CATY,1,235,3/31/2018,6/30/2018,55207000,57451000,4.07,29,104,29,72
hedgeFunds,CATY,1,29,3/31/2018,6/30/2018," 3,255,000.00 "," 3,187,000.00 ",-2.08,13,6,7,10
allFirms,CBAY,,,,,,,,,,,
hedgeFunds,CBAY,,,,,,,,,,,
allFirms,CBOE,6,406,3/31/2018,6/30/2018,93426000,91446000,-2.12,56,127,57,161
hedgeFunds,CBOE,1,53,3/31/2018,6/30/2018," 10,873,000.00 "," 11,872,000.00 ",9.19,22,16,6,11
allFirms,CBPO,2,89,3/31/2018,6/30/2018,17921000,14649000,-18.26,20,20,15,35
hedgeFunds,CBPO,1,12,3/31/2018,6/30/2018," 2,099,000.00 "," 2,076,000.00 ",-1.12,2,4,3,5
allFirms,CBRL,1,344,3/31/2018,6/30/2018,20966000,20969000,0.02,34,126,35,110
hedgeFunds,CBRL,1,24,3/31/2018,6/30/2018," 6,097,000.00 "," 5,659,000.00 ",-7.19,5,11,8,6
allFirms,CBSH,1,330,3/31/2018,6/30/2018,69139000,69503000,0.53,40,102,15,104
hedgeFunds,CBSH,0,21,3/31/2018,6/30/2018," 1,644,000.00 "," 2,719,000.00 ",65.39,5,6,1,6
allFirms,CBTX,1,67,3/31/2018,6/30/2018,4183000,6073000,45.17,18,33,9,8
hedgeFunds,CBTX,1,16,3/31/2018,6/30/2018," 2,742,000.00 "," 2,632,000.00 ",-4.02,5,8,6,1
allFirms,CCB,,,,,,,,,,,
hedgeFunds,CCB,,,,,,,,,,,
allFirms,CCMP,0,232,3/31/2018,6/30/2018,24177000,24354000,0.73,30,87,26,79
hedgeFunds,CCMP,0,30,3/31/2018,6/30/2018," 3,353,000.00 "," 3,238,000.00 ",-3.44,3,11,8,15
allFirms,CCOI,2,201,3/31/2018,6/30/2018,42647000,41997000,-1.52,32,67,23,62
hedgeFunds,CCOI,2,20,3/31/2018,6/30/2018," 5,328,000.00 "," 5,503,000.00 ",3.29,5,6,7,8
allFirms,CCRN,0,140,3/31/2018,6/30/2018,34838000,32657000,-6.26,25,59,17,26
hedgeFunds,CCRN,0,19,3/31/2018,6/30/2018," 4,484,000.00 "," 2,118,000.00 ",-52.75,8,6,6,5
allFirms,CCXI,1,112,3/31/2018,6/30/2018,24634000,26753000,8.6,28,41,13,30
hedgeFunds,CCXI,1,28,3/31/2018,6/30/2018," 11,299,000.00 "," 12,222,000.00 ",8.17,8,12,3,5
allFirms,CDLX,,,,,,,,,,,
hedgeFunds,CDLX,,,,,,,,,,,
allFirms,CDMO,,,,,,,,,,,
hedgeFunds,CDMO,,,,,,,,,,,
allFirms,CDMOP,,,,,,,,,,,
hedgeFunds,CDMOP,,,,,,,,,,,
allFirms,CDNA,5,102,3/31/2018,6/30/2018,18566000,26478000,42.62,44,31,15,23
hedgeFunds,CDNA,1,28,3/31/2018,6/30/2018," 5,938,000.00 "," 9,233,000.00 ",55.51,11,10,9,6
allFirms,CDNS,1,403,3/31/2018,6/30/2018,244970000,246713000,0.71,42,126,60,181
hedgeFunds,CDNS,1,46,3/31/2018,6/30/2018," 24,475,000.00 "," 28,770,000.00 ",17.55,12,13,18,18
allFirms,CDTX,4,57,3/31/2018,6/30/2018,13708000,18579000,35.53,11,18,16,11
hedgeFunds,CDTX,2,17,3/31/2018,6/30/2018," 4,025,000.00 "," 8,121,000.00 ",101.74,4,5,7,5
allFirms,CDW,,,,,,,,,,,
hedgeFunds,CDW,,,,,,,,,,,
allFirms,CDXS,6,102,3/31/2018,6/30/2018,35083000,41276000,17.65,29,50,7,11
hedgeFunds,CDXS,6,21,3/31/2018,6/30/2018," 19,471,000.00 "," 21,107,000.00 ",8.4,8,9,5,1
allFirms,CDZI,2,63,3/31/2018,6/30/2018,11337000,11759000,3.72,9,21,5,8
hedgeFunds,CDZI,1,7,3/31/2018,6/30/2018," 3,552,000.00 "," 3,706,000.00 ",4.34,4,1,2,1
allFirms,CECO,4,161,3/31/2018,6/30/2018,54593000,56861000,4.16,22,66,6,47
hedgeFunds,CECO,1,29,3/31/2018,6/30/2018," 10,341,000.00 "," 9,969,000.00 ",-3.6,6,13,2,9
allFirms,CELC,,,,,,,,,,,
hedgeFunds,CELC,,,,,,,,,,,
allFirms,CELG,39,1317,3/31/2018,6/30/2018,547923000,513662000,-6.25,97,423,121,637
hedgeFunds,CELG,12,135,3/31/2018,6/30/2018," 44,282,000.00 "," 44,654,000.00 ",0.84,20,52,16,45
allFirms,CELH,1,43,3/31/2018,6/30/2018,3326000,10692000,221.43,21,12,4,5
hedgeFunds,CELH,1,6,3/31/2018,6/30/2018," 2,470,000.00 "," 7,654,000.00 ",209.89,2,2,1,1
allFirms,CEMI,1,32,3/31/2018,6/30/2018,5905000,6356000,7.65,6,14,,
hedgeFunds,CEMI,1,5,3/31/2018,6/30/2018," 2,136,000.00 "," 2,267,000.00 ",6.14,3,2,,
allFirms,CENT,0,158,3/31/2018,6/30/2018,11435000,12260000,7.21,27,46,6,50
hedgeFunds,CENT,0,14,3/31/2018,6/30/2018," 1,749,000.00 "," 1,871,000.00 ",6.98,4,6,1,4
allFirms,CENTA,2,193,3/31/2018,6/30/2018,32958000,33128000,0.51,28,63,15,64
hedgeFunds,CENTA,1,27,3/31/2018,6/30/2018," 4,259,000.00 "," 4,696,000.00 ",10.26,5,11,5,11
allFirms,CENX,0,153,3/31/2018,6/30/2018,51327000,49852000,-2.87,26,44,31,47
hedgeFunds,CENX,0,19,3/31/2018,6/30/2018," 4,265,000.00 "," 6,058,000.00 ",42.05,7,4,14,7
allFirms,CERC,1,20,3/31/2018,6/30/2018,16856000,16925000,0.41,6,5,9,
hedgeFunds,CERC,1,4,3/31/2018,6/30/2018," 16,092,000.00 "," 16,522,000.00 ",2.67,2,2,1,
allFirms,CERN,5,687,3/31/2018,6/30/2018,258214000,250108000,-3.14,62,240,61,251
hedgeFunds,CERN,0,58,3/31/2018,6/30/2018," 20,096,000.00 "," 12,061,000.00 ",-39.99,12,16,16,26
allFirms,CERS,1,138,3/31/2018,6/30/2018,78505000,79975000,1.87,27,44,16,34
hedgeFunds,CERS,0,29,3/31/2018,6/30/2018," 20,235,000.00 "," 20,099,000.00 ",-0.67,8,7,2,9
allFirms,CETV,0,80,3/31/2018,6/30/2018,31044000,31276000,0.75,9,33,6,25
hedgeFunds,CETV,0,12,3/31/2018,6/30/2018," 1,102,000.00 "," 1,166,000.00 ",5.79,2,5,1,5
allFirms,CETX,,,,,,,,,,,
hedgeFunds,CETX,,,,,,,,,,,
allFirms,CETXP,,,,,,,,,,,
hedgeFunds,CETXP,,,,,,,,,,,
allFirms,CEVA,3,137,3/31/2018,6/30/2018,19202000,19096000,-0.55,13,62,22,36
hedgeFunds,CEVA,2,23,3/31/2018,6/30/2018," 2,500,000.00 "," 3,072,000.00 ",22.88,6,14,6,1
allFirms,CFBK,0,25,3/31/2018,6/30/2018,5991000,6181000,3.17,4,3,7,
hedgeFunds,CFBK,0,6,3/31/2018,6/30/2018," 3,368,000.00 "," 3,559,000.00 ",5.68,1,1,3,
allFirms,CFFN,1,142,3/31/2018,6/30/2018,103045000,105102000,2,14,53,18,47
hedgeFunds,CFFN,0,14,3/31/2018,6/30/2018," 11,736,000.00 "," 11,355,000.00 ",-3.24,1,4,7,7
allFirms,CFMS,0,82,3/31/2018,6/30/2018,26821000,25306000,-5.65,23,23,19,22
hedgeFunds,CFMS,0,23,3/31/2018,6/30/2018," 14,890,000.00 "," 14,687,000.00 ",-1.36,9,9,5,5
allFirms,CFRX,2,39,3/31/2018,6/30/2018,43556000,43450000,-0.24,5,8,8,9
hedgeFunds,CFRX,2,12,3/31/2018,6/30/2018," 25,566,000.00 "," 25,012,000.00 ",-2.17,3,3,4,3
allFirms,CGBD,1,59,3/31/2018,6/30/2018,9509000,12419000,30.61,16,24,13,
hedgeFunds,CGBD,0,17,3/31/2018,6/30/2018," 2,388,000.00 "," 2,357,000.00 ",-1.3,7,3,7,
allFirms,CGEN,0,38,3/31/2018,6/30/2018,10893000,10654000,-2.19,6,10,5,9
hedgeFunds,CGEN,0,8,3/31/2018,6/30/2018," 4,421,000.00 "," 2,941,000.00 ",-33.48,4,2,2,2
allFirms,CGIX,0,23,3/31/2018,6/30/2018,4773000,4114000,-13.81,2,7,5,5
hedgeFunds,CGIX,0,4,3/31/2018,6/30/2018," 2,330,000.00 "," 2,053,000.00 ",-11.88,1,1,1,1
allFirms,CGNX,8,399,3/31/2018,6/30/2018,147201000,155185000,5.42,42,153,69,129
hedgeFunds,CGNX,1,35,3/31/2018,6/30/2018," 11,798,000.00 "," 13,031,000.00 ",10.45,7,14,13,12
allFirms,CHDN,2,247,3/31/2018,6/30/2018,9615000,9598000,-0.18,54,69,26,88
hedgeFunds,CHDN,2,37,3/31/2018,6/30/2018," 2,221,000.00 "," 2,147,000.00 ",-3.3,14,10,7,10
allFirms,CHEF,1,128,3/31/2018,6/30/2018,23134000,23379000,1.06,21,55,9,42
hedgeFunds,CHEF,1,16,3/31/2018,6/30/2018," 4,081,000.00 "," 3,781,000.00 ",-7.34,1,8,1,6
allFirms,CHFC,4,218,3/31/2018,6/30/2018,58878000,59425000,0.93,13,84,22,80
hedgeFunds,CHFC,1,18,3/31/2018,6/30/2018," 1,538,000.00 "," 1,424,000.00 ",-7.41,3,7,3,5
allFirms,CHFN,1,99,3/31/2018,6/30/2018,10030000,10162000,1.32,22,29,16,29
hedgeFunds,CHFN,1,22,3/31/2018,6/30/2018," 3,220,000.00 "," 4,501,000.00 ",39.78,9,4,3,6
allFirms,CHKE,1,25,3/31/2018,6/30/2018,8383000,7531000,-10.16,4,9,,
hedgeFunds,CHKE,0,4,3/31/2018,6/30/2018," 1,047,000.00 "," 1,078,000.00 ",2.9,2,4,,
allFirms,CHKP,17,546,3/31/2018,6/30/2018,112120000,111543000,-0.51,55,181,71,207
hedgeFunds,CHKP,4,53,3/31/2018,6/30/2018," 14,822,000.00 "," 15,880,000.00 ",7.14,13,17,11,14
allFirms,CHMA,2,24,3/31/2018,6/30/2018,14765000,14948000,1.24,4,,,
hedgeFunds,CHMA,1,5,3/31/2018,6/30/2018," 6,402,000.00 "," 6,371,000.00 ",-0.49,2,,,
allFirms,CHNA,,,,,,,,,,,
hedgeFunds,CHNA,,,,,,,,,,,
allFirms,CHRS,,,,,,,,,,,
hedgeFunds,CHRS,,,,,,,,,,,
allFirms,CHRW,7,561,3/31/2018,6/30/2018,126435000,122127000,-3.41,98,180,37,200
hedgeFunds,CHRW,3,69,3/31/2018,6/30/2018," 7,247,000.00 "," 9,771,000.00 ",34.84,35,19,3,12
allFirms,CHTR,47,700,3/31/2018,6/30/2018,164715000,165245000,0.32,80,216,116,265
hedgeFunds,CHTR,29,106,3/31/2018,6/30/2018," 34,731,000.00 "," 38,466,000.00 ",10.76,27,44,38,27
allFirms,CHUY,2,136,3/31/2018,6/30/2018,17623000,18448000,4.69,21,57,8,35
hedgeFunds,CHUY,0,14,3/31/2018,6/30/2018," 1,517,000.00 "," 1,818,000.00 ",19.82,3,7,1,3
allFirms,CIGI,,,,,,,,,,,
hedgeFunds,CIGI,,,,,,,,,,,
allFirms,CIL,,,,,,,,,,,
hedgeFunds,CIL,,,,,,,,,,,
allFirms,CINF,5,476,3/31/2018,6/30/2018,103931000,101103000,-2.72,41,149,45,181
hedgeFunds,CINF,1,41,3/31/2018,6/30/2018," 9,985,000.00 "," 9,721,000.00 ",-2.65,11,14,10,12
allFirms,CLAR,,,,,,,,,,,
hedgeFunds,CLAR,,,,,,,,,,,
allFirms,CLCT,0,61,3/31/2018,6/30/2018,4492000,4173000,-7.1,9,23,21,20
hedgeFunds,CLCT,0,15,3/31/2018,6/30/2018," 1,122,000.00 "," 1,364,000.00 ",21.58,6,4,2,3
allFirms,CLDX,2,98,3/31/2018,6/30/2018,74069000,54484000,-26.44,19,21,47,35
hedgeFunds,CLDX,0,17,3/31/2018,6/30/2018," 5,191,000.00 "," 12,352,000.00 ",137.92,6,5,6,4
allFirms,CLGN,,,,,,,,,,,
hedgeFunds,CLGN,,,,,,,,,,,
allFirms,CLLS,1,86,3/31/2018,6/30/2018,7051000,11274000,59.9,27,29,8,13
hedgeFunds,CLLS,0,22,3/31/2018,6/30/2018," 1,566,000.00 "," 2,755,000.00 ",75.96,10,6,5,3
allFirms,CLMT,2,66,3/31/2018,6/30/2018,10316000,10765000,4.36,8,13,12,23
hedgeFunds,CLMT,0,7,3/31/2018,6/30/2018," 1,038,000.00 "," 1,288,000.00 ",24.12,2,3,2,2
allFirms,CLNE,0,127,3/31/2018,6/30/2018,48056000,51701000,7.58,29,37,17,28
hedgeFunds,CLNE,0,19,3/31/2018,6/30/2018," 6,740,000.00 "," 9,411,000.00 ",39.62,7,5,2,7
allFirms,CLSD,0,86,3/31/2018,6/30/2018,19646000,19987000,1.74,22,29,17,23
hedgeFunds,CLSD,0,15,3/31/2018,6/30/2018," 8,728,000.00 "," 7,370,000.00 ",-15.56,4,2,8,6
allFirms,CLUB,2,80,3/31/2018,6/30/2018,16459000,19131000,16.24,30,28,13,13
hedgeFunds,CLUB,2,19,3/31/2018,6/30/2018," 12,551,000.00 "," 12,847,000.00 ",2.36,7,7,5,3
allFirms,CLVS,6,208,3/31/2018,6/30/2018,49328000,53740000,8.94,25,88,42,56
hedgeFunds,CLVS,3,39,3/31/2018,6/30/2018," 17,428,000.00 "," 19,240,000.00 ",10.39,6,18,18,9
allFirms,CMCO,2,162,3/31/2018,6/30/2018,21315000,22205000,4.18,28,60,9,50
hedgeFunds,CMCO,1,28,3/31/2018,6/30/2018," 2,867,000.00 "," 3,299,000.00 ",15.06,4,16,3,8
allFirms,CMCSA,92,1604,3/31/2018,6/30/2018,3806000000,3744000000,-1.62,132,662,110,625
hedgeFunds,CMCSA,39,190,3/31/2018,6/30/2018," 364,490,000.00 "," 334,028,000.00 ",-8.36,32,76,32,71
allFirms,CMFN,2,34,3/31/2018,6/30/2018,6855000,7086000,3.37,9,,,
hedgeFunds,CMFN,1,6,3/31/2018,6/30/2018," 4,221,000.00 "," 4,311,000.00 ",2.14,3,,,
allFirms,CMPR,,,,,,,,,,,
hedgeFunds,CMPR,,,,,,,,,,,
allFirms,CMRX,1,102,3/31/2018,6/30/2018,36020000,35900000,-0.33,16,32,12,31
hedgeFunds,CMRX,0,21,3/31/2018,6/30/2018," 11,240,000.00 "," 12,393,000.00 ",10.26,3,10,2,7
allFirms,CMSS,1,23,3/31/2018,6/30/2018,14937000,14176000,-5.1,7,3,2,5
hedgeFunds,CMSS,0,9,3/31/2018,6/30/2018," 7,025,000.00 "," 6,169,000.00 ",-12.19,2,1,2,3
allFirms,CMSSR,0,18,3/31/2018,6/30/2018,11599000,12597000,8.6,2,5,3,
hedgeFunds,CMSSR,0,10,3/31/2018,6/30/2018," 9,011,000.00 "," 9,717,000.00 ",7.83,1,3,2,
allFirms,CMSSU,0,11,3/31/2018,6/30/2018,4128000,4052000,-1.83,6,,,
hedgeFunds,CMSSU,0,5,3/31/2018,6/30/2018," 1,598,000.00 "," 1,307,000.00 ",-18.2,4,,,
allFirms,CMSSW,0,19,3/31/2018,6/30/2018,4530000,4813000,6.25,4,2,4,
hedgeFunds,CMSSW,0,10,3/31/2018,6/30/2018," 2,736,000.00 "," 2,723,000.00 ",-0.49,1,1,3,
allFirms,CMTA,0,28,3/31/2018,6/30/2018,22589000,22839000,1.11,8,9,9,
hedgeFunds,CMTA,0,9,3/31/2018,6/30/2018," 11,848,000.00 "," 12,632,000.00 ",6.61,3,4,4,
allFirms,CMTL,4,155,3/31/2018,6/30/2018,20863000,20536000,-1.57,19,52,15,58
hedgeFunds,CMTL,1,25,3/31/2018,6/30/2018," 1,656,000.00 "," 1,795,000.00 ",8.43,7,7,8,9
allFirms,CNAC,0,22,3/31/2018,6/30/2018,11801000,10687000,-9.44,3,3,2,7
hedgeFunds,CNAC,0,9,3/31/2018,6/30/2018," 4,642,000.00 "," 3,502,000.00 ",-24.56,2,1,2,3
allFirms,CNACR,0,19,3/31/2018,6/30/2018,9214000,9389000,1.89,4,3,,
hedgeFunds,CNACR,0,11,3/31/2018,6/30/2018," 5,755,000.00 "," 6,223,000.00 ",8.13,3,1,,
allFirms,CNACU,0,7,3/31/2018,6/30/2018,2296000,2575000,12.15,2,1,4,
hedgeFunds,CNACU,0,4,3/31/2018,6/30/2018," 1,485,000.00 "," 1,628,000.00 ",9.6,1,1,3,
allFirms,CNACW,0,18,3/31/2018,6/30/2018,6973000,8680000,24.49,2,2,5,
hedgeFunds,CNACW,0,10,3/31/2018,6/30/2018," 3,383,000.00 "," 5,522,000.00 ",63.26,1,1,2,
allFirms,CNAT,1,62,3/31/2018,6/30/2018,12229000,10047000,-17.84,17,18,28,
hedgeFunds,CNAT,1,13,3/31/2018,6/30/2018," 3,854,000.00 "," 4,102,000.00 ",6.45,7,5,9,
allFirms,CNCE,,,,,,,,,,,
hedgeFunds,CNCE,,,,,,,,,,,
allFirms,CNMD,0,194,3/31/2018,6/30/2018,26766000,26971000,0.77,40,63,15,65
hedgeFunds,CNMD,0,25,3/31/2018,6/30/2018," 3,617,000.00 "," 2,999,000.00 ",-17.07,5,7,6,12
allFirms,CNOB,0,122,3/31/2018,6/30/2018,21518000,21691000,0.81,14,47,18,37
hedgeFunds,CNOB,0,21,3/31/2018,6/30/2018," 4,657,000.00 "," 4,910,000.00 ",5.43,1,14,6,4
allFirms,CNSL,1,184,3/31/2018,6/30/2018,51983000,50829000,-2.22,27,82,19,37
hedgeFunds,CNSL,1,21,3/31/2018,6/30/2018," 6,475,000.00 "," 4,075,000.00 ",-37.06,4,5,5,9
allFirms,CNST,,,,,,,,,,,
hedgeFunds,CNST,,,,,,,,,,,
allFirms,CNTY,0,91,3/31/2018,6/30/2018,22692000,23141000,1.98,10,34,13,30
hedgeFunds,CNTY,0,15,3/31/2018,6/30/2018," 5,889,000.00 "," 6,325,000.00 ",7.39,1,6,3,7
allFirms,COBZ,1,118,3/31/2018,6/30/2018,33701000,33436000,-0.79,24,44,13,35
hedgeFunds,COBZ,0,27,3/31/2018,6/30/2018," 3,510,000.00 "," 3,273,000.00 ",-6.76,9,10,4,6
allFirms,COCP,,,,,,,,,,,
hedgeFunds,COCP,,,,,,,,,,,
allFirms,CODA,,,,,,,,,,,
hedgeFunds,CODA,,,,,,,,,,,
allFirms,CODX,,,,,,,,,,,
hedgeFunds,CODX,,,,,,,,,,,
allFirms,COHR,6,312,3/31/2018,6/30/2018,24959000,23947000,-4.05,56,103,84,107
hedgeFunds,COHR,1,35,3/31/2018,6/30/2018," 1,777,000.00 "," 1,210,000.00 ",-31.93,12,9,27,12
allFirms,COHU,1,162,3/31/2018,6/30/2018,25215000,28163000,11.69,27,70,20,40
hedgeFunds,COHU,1,22,3/31/2018,6/30/2018," 2,661,000.00 "," 2,088,000.00 ",-21.54,4,7,9,11
allFirms,COLB,3,215,3/31/2018,6/30/2018,64344000,66020000,2.6,10,97,27,62
hedgeFunds,COLB,0,18,3/31/2018,6/30/2018," 1,385,000.00 "," 1,319,000.00 ",-4.72,2,7,6,7
