,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate, priorQShares , recQShares ,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
allFirms,ANSS,18,533,3/31/2018,6/30/2018,78481000,80291000,2.31,59,160,44,227
hedgeFunds,ANSS,2,57,3/31/2018,6/30/2018," 8,369,000.00 "," 8,163,000.00 ",-2.46,10,16,16,27
allFirms,ANY,,,,,,,,,,,
hedgeFunds,ANY,,,,,,,,,,,
allFirms,AOSL,0,88,3/31/2018,6/30/2018,16324000,15580000,-4.56,10,31,14,29
hedgeFunds,AOSL,0,17,3/31/2018,6/30/2018," 3,010,000.00 "," 2,908,000.00 ",-3.4,1,10,4,5
allFirms,APDN,,,,,,,,,,,
hedgeFunds,APDN,,,,,,,,,,,
allFirms,APEI,0,148,3/31/2018,6/30/2018,15430000,15360000,-0.45,22,59,18,40
hedgeFunds,APEI,0,29,3/31/2018,6/30/2018," 2,330,000.00 "," 2,832,000.00 ",21.58,4,13,4,11
allFirms,APEN,,,,,,,,,,,
hedgeFunds,APEN,,,,,,,,,,,
allFirms,APLS,5,74,3/31/2018,6/30/2018,20541000,32325000,57.36,33,33,7,5
hedgeFunds,APLS,3,21,3/31/2018,6/30/2018," 10,073,000.00 "," 14,174,000.00 ",40.71,15,3,2,2
allFirms,APOG,4,221,3/31/2018,6/30/2018,28558000,27999000,-1.96,45,69,30,69
hedgeFunds,APOG,1,29,3/31/2018,6/30/2018," 3,081,000.00 "," 3,767,000.00 ",22.26,14,6,4,7
allFirms,APPF,4,120,3/31/2018,6/30/2018,9230000,10265000,11.21,25,50,14,35
hedgeFunds,APPF,1,26,3/31/2018,6/30/2018," 4,353,000.00 "," 4,007,000.00 ",-7.93,4,8,10,14
allFirms,APPN,,,,,,,,,,,
hedgeFunds,APPN,,,,,,,,,,,
allFirms,APRI,1,28,3/31/2018,6/30/2018,6465000,2446000,-62.16,3,7,8,
hedgeFunds,APRI,1,5,3/31/2018,6/30/2018," 5,733,000.00 "," 1,599,000.00 ",-72.11,1,1,5,
allFirms,APTI,7,144,3/31/2018,6/30/2018,27670000,32310000,16.77,31,62,33,38
hedgeFunds,APTI,2,29,3/31/2018,6/30/2018," 9,675,000.00 "," 6,827,000.00 ",-29.44,7,10,20,12
allFirms,APTO,,,,,,,,,,,
hedgeFunds,APTO,,,,,,,,,,,
allFirms,APVO,0,61,3/31/2018,6/30/2018,7713000,7495000,-2.83,12,17,15,
hedgeFunds,APVO,0,11,3/31/2018,6/30/2018," 3,770,000.00 "," 3,200,000.00 ",-15.13,1,5,5,
allFirms,AQB,1,49,3/31/2018,6/30/2018,7920000,8014000,1.19,8,8,,
hedgeFunds,AQB,1,3,3/31/2018,6/30/2018," 7,673,000.00 "," 7,692,000.00 ",0.25,1,1,,
allFirms,AQMS,0,62,3/31/2018,6/30/2018,8334000,10420000,25.03,18,15,14,19
hedgeFunds,AQMS,0,13,3/31/2018,6/30/2018," 1,899,000.00 "," 5,346,000.00 ",181.46,8,2,2,3
allFirms,AQST,,,,,,,,,,,
hedgeFunds,AQST,,,,,,,,,,,
allFirms,AQXP,0,45,3/31/2018,6/30/2018,21423000,17373000,-18.91,19,11,24,9
hedgeFunds,AQXP,0,14,3/31/2018,6/30/2018," 12,627,000.00 "," 13,760,000.00 ",8.98,9,3,10,1
allFirms,ARAY,1,118,3/31/2018,6/30/2018,73188000,72218000,-1.32,13,45,18,35
hedgeFunds,ARAY,1,23,3/31/2018,6/30/2018," 10,920,000.00 "," 10,479,000.00 ",-4.04,4,6,6,9
allFirms,ARCB,3,214,3/31/2018,6/30/2018,23188000,24258000,4.62,49,57,19,83
hedgeFunds,ARCB,0,33,3/31/2018,6/30/2018," 1,922,000.00 "," 2,396,000.00 ",24.64,12,8,8,13
allFirms,ARCC,21,434,3/31/2018,6/30/2018,178828000,172065000,-3.78,50,149,38,149
hedgeFunds,ARCC,6,64,3/31/2018,6/30/2018," 47,305,000.00 "," 48,727,000.00 ",3,12,19,5,25
allFirms,ARCT,,,,,,,,,,,
hedgeFunds,ARCT,,,,,,,,,,,
allFirms,ARCW,0,17,3/31/2018,6/30/2018,4702000,4664000,-0.81,5,4,,
hedgeFunds,ARCW,0,2,3/31/2018,6/30/2018," 1,453,000.00 "," 1,721,000.00 ",18.39,2,1,,
allFirms,ARDS,,,,,,,,,,,
hedgeFunds,ARDS,,,,,,,,,,,
allFirms,ARDX,1,95,3/31/2018,6/30/2018,35205000,45580000,29.47,26,41,11,15
hedgeFunds,ARDX,0,28,3/31/2018,6/30/2018," 9,436,000.00 "," 17,060,000.00 ",80.8,13,12,6,2
allFirms,AREX,3,73,3/31/2018,6/30/2018,27373000,70926000,159.11,26,10,22,
hedgeFunds,AREX,0,9,3/31/2018,6/30/2018," 11,099,000.00 "," 9,796,000.00 ",-11.74,3,4,5,
allFirms,ARGX,4,84,3/31/2018,6/30/2018,17003000,18061000,6.22,7,40,8,20
hedgeFunds,ARGX,3,32,3/31/2018,6/30/2018," 7,229,000.00 "," 7,946,000.00 ",9.91,3,12,2,10
allFirms,ARLP,2,121,3/31/2018,6/30/2018,20596000,38016000,84.58,27,51,20,21
hedgeFunds,ARLP,0,15,3/31/2018,6/30/2018," 7,528,000.00 "," 10,822,000.00 ",43.76,3,9,4,3
allFirms,ARNA,1,165,3/31/2018,6/30/2018,38514000,40187000,4.34,22,68,23,52
hedgeFunds,ARNA,1,33,3/31/2018,6/30/2018," 8,593,000.00 "," 7,070,000.00 ",-17.72,3,14,12,14
allFirms,ARQL,2,104,3/31/2018,6/30/2018,62524000,70831000,13.29,57,24,11,12
hedgeFunds,ARQL,2,24,3/31/2018,6/30/2018," 34,049,000.00 "," 30,445,000.00 ",-10.58,13,6,3,3
allFirms,ARRS,5,292,3/31/2018,6/30/2018,162206000,157505000,-2.9,58,89,36,106
hedgeFunds,ARRS,4,44,3/31/2018,6/30/2018," 33,642,000.00 "," 27,732,000.00 ",-17.57,16,9,8,15
allFirms,ARRY,6,220,3/31/2018,6/30/2018,195038000,195492000,0.23,27,88,37,74
hedgeFunds,ARRY,4,50,3/31/2018,6/30/2018," 55,233,000.00 "," 50,356,000.00 ",-8.83,9,16,14,17
allFirms,ARTX,0,55,3/31/2018,6/30/2018,6346000,7266000,14.51,11,14,6,
hedgeFunds,ARTX,0,9,3/31/2018,6/30/2018," 2,766,000.00 "," 3,135,000.00 ",13.33,2,5,3,
allFirms,ARWR,2,114,3/31/2018,6/30/2018,40591000,51620000,27.17,46,32,21,23
hedgeFunds,ARWR,2,21,3/31/2018,6/30/2018," 18,317,000.00 "," 20,451,000.00 ",11.65,7,4,11,5
allFirms,ASCMA,1,62,3/31/2018,6/30/2018,10519000,8785000,-16.49,16,12,27,23
hedgeFunds,ASCMA,1,14,3/31/2018,6/30/2018," 3,139,000.00 "," 3,801,000.00 ",21.09,6,3,4,5
allFirms,ASML,7,317,3/31/2018,6/30/2018,71835000,72919000,1.51,45,99,44,110
hedgeFunds,ASML,1,35,3/31/2018,6/30/2018," 3,114,000.00 "," 2,812,000.00 ",-9.71,8,10,11,11
allFirms,ASNA,3,172,3/31/2018,6/30/2018,181221000,190479000,5.11,37,56,22,43
hedgeFunds,ASNA,2,32,3/31/2018,6/30/2018," 27,762,000.00 "," 32,265,000.00 ",16.22,17,6,3,7
allFirms,ASND,12,102,3/31/2018,6/30/2018,38126000,39568000,3.78,19,38,8,30
hedgeFunds,ASND,8,34,3/31/2018,6/30/2018," 23,737,000.00 "," 24,613,000.00 ",3.69,6,10,1,10
allFirms,ASNS,2,36,3/31/2018,6/30/2018,10232000,9831000,-3.92,5,,,
hedgeFunds,ASNS,1,3,3/31/2018,6/30/2018," 3,738,000.00 "," 3,750,000.00 ",0.32,1,,,
allFirms,ASPS,1,82,3/31/2018,6/30/2018,11832000,12128000,2.5,23,16,36,
hedgeFunds,ASPS,1,11,3/31/2018,6/30/2018," 4,985,000.00 "," 4,930,000.00 ",-1.1,5,6,6,
allFirms,ASRVP,,,,,,,,,,,
hedgeFunds,ASRVP,,,,,,,,,,,
allFirms,ASTE,2,167,3/31/2018,6/30/2018,21153000,21300000,0.69,14,69,19,56
hedgeFunds,ASTE,1,16,3/31/2018,6/30/2018," 1,789,000.00 "," 1,606,000.00 ",-10.26,3,7,5,4
allFirms,ASUR,2,96,3/31/2018,6/30/2018,6545000,9126000,39.43,45,28,12,13
hedgeFunds,ASUR,0,14,3/31/2018,6/30/2018," 1,659,000.00 "," 2,192,000.00 ",32.11,10,3,5,1
allFirms,ASV,0,22,3/31/2018,6/30/2018,4798000,4617000,-3.76,6,11,5,4
hedgeFunds,ASV,0,5,3/31/2018,6/30/2018," 2,212,000.00 "," 1,687,000.00 ",-23.75,1,3,2,1
allFirms,ATAC,,,,,,,,,,,
hedgeFunds,ATAC,,,,,,,,,,,
allFirms,ATEC,1,40,3/31/2018,6/30/2018,4589000,9096000,98.2,17,11,,
hedgeFunds,ATEC,1,11,3/31/2018,6/30/2018," 3,199,000.00 "," 6,410,000.00 ",100.38,6,4,,
allFirms,ATHN,7,268,3/31/2018,6/30/2018,43612000,41381000,-5.12,61,83,47,82
hedgeFunds,ATHN,4,44,3/31/2018,6/30/2018," 3,826,000.00 "," 4,733,000.00 ",23.7,20,11,17,10
allFirms,ATHX,0,100,3/31/2018,6/30/2018,23274000,26331000,13.14,15,34,18,
hedgeFunds,ATHX,0,15,3/31/2018,6/30/2018," 5,396,000.00 "," 5,798,000.00 ",7.45,5,6,3,
allFirms,ATNX,0,67,3/31/2018,6/30/2018,10561000,13086000,23.91,16,29,12,12
hedgeFunds,ATNX,0,13,3/31/2018,6/30/2018," 2,926,000.00 "," 2,006,000.00 ",-31.45,5,2,5,4
allFirms,ATOM,,,,,,,,,,,
hedgeFunds,ATOM,,,,,,,,,,,
allFirms,ATRA,2,123,3/31/2018,6/30/2018,43225000,46220000,6.93,19,61,10,28
hedgeFunds,ATRA,2,18,3/31/2018,6/30/2018," 16,799,000.00 "," 16,432,000.00 ",-2.18,3,7,5,7
allFirms,ATRC,3,106,3/31/2018,6/30/2018,30710000,32099000,4.52,8,49,8,32
hedgeFunds,ATRC,3,27,3/31/2018,6/30/2018," 6,240,000.00 "," 5,839,000.00 ",-6.42,1,14,3,8
allFirms,ATRO,1,120,3/31/2018,6/30/2018,19409000,19989000,2.99,51,12,35,
hedgeFunds,ATRO,1,10,3/31/2018,6/30/2018," 1,453,000.00 "," 1,352,000.00 ",-6.94,4,4,4,
allFirms,ATRS,,,,,,,,,,,
hedgeFunds,ATRS,,,,,,,,,,,
allFirms,ATSG,6,158,3/31/2018,6/30/2018,52511000,52067000,-0.85,21,54,39,59
hedgeFunds,ATSG,4,37,3/31/2018,6/30/2018," 10,985,000.00 "," 12,662,000.00 ",15.27,9,11,8,12
allFirms,ATTU,3,48,3/31/2018,6/30/2018,5530000,7954000,43.83,25,11,5,4
hedgeFunds,ATTU,1,17,3/31/2018,6/30/2018," 3,285,000.00 "," 4,735,000.00 ",44.14,9,4,2,1
allFirms,ATVI,25,833,3/31/2018,6/30/2018,654333000,664252000,1.52,100,327,77,280
hedgeFunds,ATVI,12,106,3/31/2018,6/30/2018," 60,689,000.00 "," 68,874,000.00 ",13.49,24,33,20,37
allFirms,AUDC,0,37,3/31/2018,6/30/2018,7021000,7010000,-0.16,12,8,9,
hedgeFunds,AUDC,0,9,3/31/2018,6/30/2018," 2,694,000.00 "," 2,631,000.00 ",-2.34,5,2,2,
allFirms,AUTO,,,,,,,,,,,
hedgeFunds,AUTO,,,,,,,,,,,
allFirms,AVAV,2,195,3/31/2018,6/30/2018,18911000,19673000,4.02,47,64,21,45
hedgeFunds,AVAV,0,24,3/31/2018,6/30/2018," 1,037,000.00 "," 1,169,000.00 ",12.73,11,5,4,5
allFirms,AVEO,1,91,3/31/2018,6/30/2018,59795000,60089000,0.49,32,29,25,14
hedgeFunds,AVEO,0,20,3/31/2018,6/30/2018," 29,402,000.00 "," 21,747,000.00 ",-26.03,6,4,12,7
allFirms,AVGO,48,986,3/31/2018,6/30/2018,359713000,367964000,2.29,209,333,124,340
hedgeFunds,AVGO,15,108,3/31/2018,6/30/2018," 37,207,000.00 "," 24,172,000.00 ",-35.03,27,30,32,43
allFirms,AVHI,1,89,3/31/2018,6/30/2018,19269000,19705000,2.26,29,23,16,21
hedgeFunds,AVHI,0,16,3/31/2018,6/30/2018," 3,744,000.00 "," 3,888,000.00 ",3.84,9,3,3,3
allFirms,AVID,4,86,3/31/2018,6/30/2018,29388000,29432000,0.15,12,24,7,34
hedgeFunds,AVID,3,16,3/31/2018,6/30/2018," 9,829,000.00 "," 9,478,000.00 ",-3.56,1,7,4,7
allFirms,AVRO,,,,,,,,,,,
hedgeFunds,AVRO,,,,,,,,,,,
allFirms,AVT,3,344,3/31/2018,6/30/2018,116349000,113553000,-2.4,43,115,49,118
hedgeFunds,AVT,3,39,3/31/2018,6/30/2018," 18,504,000.00 "," 19,673,000.00 ",6.32,12,12,9,12
allFirms,AVXL,1,55,3/31/2018,6/30/2018,10273000,9089000,-11.53,14,15,16,15
hedgeFunds,AVXL,0,10,3/31/2018,6/30/2018," 3,117,000.00 "," 4,414,000.00 ",41.6,7,1,1,2
allFirms,AWRE,0,29,3/31/2018,6/30/2018,5049000,5124000,1.49,7,2,3,
hedgeFunds,AWRE,0,4,3/31/2018,6/30/2018," 1,685,000.00 "," 1,730,000.00 ",2.7,1,1,1,
allFirms,AXAS,0,167,3/31/2018,6/30/2018,88447000,99539000,12.54,33,62,12,43
hedgeFunds,AXAS,0,23,3/31/2018,6/30/2018," 19,955,000.00 "," 19,059,000.00 ",-4.49,4,12,3,6
allFirms,AXDX,3,115,3/31/2018,6/30/2018,21102000,24609000,16.62,13,36,12,32
hedgeFunds,AXDX,2,17,3/31/2018,6/30/2018," 8,942,000.00 "," 12,696,000.00 ",41.98,4,5,5,4
allFirms,AXON,0,71,3/31/2018,6/30/2018,14776000,11454000,-22.48,21,14,30,24
hedgeFunds,AXON,0,16,3/31/2018,6/30/2018," 5,570,000.00 "," 5,866,000.00 ",5.31,9,2,6,5
allFirms,AXTI,0,87,3/31/2018,6/30/2018,20890000,21771000,4.22,8,42,17,17
hedgeFunds,AXTI,0,15,3/31/2018,6/30/2018," 3,114,000.00 "," 2,159,000.00 ",-30.67,2,6,5,5
allFirms,AYTU,,,,,,,,,,,
hedgeFunds,AYTU,,,,,,,,,,,
allFirms,AZPN,4,289,3/31/2018,6/30/2018,71794000,69871000,-2.68,51,87,31,116
hedgeFunds,AZPN,1,53,3/31/2018,6/30/2018," 11,948,000.00 "," 13,152,000.00 ",10.07,14,15,5,19
allFirms,BABY,2,172,3/31/2018,6/30/2018,30821000,32734000,6.21,17,57,27,63
hedgeFunds,BABY,1,19,3/31/2018,6/30/2018," 5,743,000.00 "," 4,544,000.00 ",-20.87,3,5,11,10
allFirms,BANFP,,,,,,,,,,,
hedgeFunds,BANFP,,,,,,,,,,,
allFirms,BANR,1,189,3/31/2018,6/30/2018,29925000,29710000,-0.72,21,68,14,67
hedgeFunds,BANR,1,29,3/31/2018,6/30/2018," 2,814,000.00 "," 2,735,000.00 ",-2.81,5,11,8,11
allFirms,BATRA,0,128,3/31/2018,6/30/2018,7610000,7562000,-0.63,18,30,10,28
hedgeFunds,BATRA,0,16,3/31/2018,6/30/2018," 2,287,000.00 "," 1,462,000.00 ",-36.1,2,6,3,4
allFirms,BATRK,7,166,3/31/2018,6/30/2018,29311000,32260000,10.06,22,41,12,40
hedgeFunds,BATRK,7,33,3/31/2018,6/30/2018," 13,734,000.00 "," 16,935,000.00 ",23.3,6,12,2,5
allFirms,BBBY,6,319,3/31/2018,6/30/2018,128382000,130550000,1.69,48,105,70,111
hedgeFunds,BBBY,2,43,3/31/2018,6/30/2018," 9,458,000.00 "," 7,854,000.00 ",-16.96,15,12,18,12
allFirms,BBH,,,,,,,,,,,
hedgeFunds,BBH,,,,,,,,,,,
allFirms,BBOX,0,45,3/31/2018,6/30/2018,8222000,7242000,-11.91,7,8,18,
hedgeFunds,BBOX,0,7,3/31/2018,6/30/2018," 2,948,000.00 "," 2,866,000.00 ",-2.75,3,1,3,
allFirms,BBSI,5,133,3/31/2018,6/30/2018,5781000,5968000,3.23,20,50,10,44
hedgeFunds,BBSI,3,23,3/31/2018,6/30/2018," 1,211,000.00 "," 1,164,000.00 ",-3.87,2,9,5,9
allFirms,BCAC,0,21,3/31/2018,6/30/2018,4737000,4695000,-0.88,3,,,
hedgeFunds,BCAC,0,9,3/31/2018,6/30/2018," 2,107,000.00 "," 1,765,000.00 ",-16.2,2,,,
allFirms,BCACR,0,13,3/31/2018,6/30/2018,2746000,2783000,1.35,2,,,
hedgeFunds,BCACR,0,7,3/31/2018,6/30/2018," 1,680,000.00 "," 1,676,000.00 ",-0.27,1,,,
allFirms,BCACU,0,21,3/31/2018,6/30/2018,4737000,4695000,-0.88,3,,,
hedgeFunds,BCACU,0,9,3/31/2018,6/30/2018," 2,107,000.00 "," 1,765,000.00 ",-16.2,2,,,
allFirms,BCBP,0,56,3/31/2018,6/30/2018,4950000,4869000,-1.62,25,15,,
hedgeFunds,BCBP,0,6,3/31/2018,6/30/2018," 1,244,000.00 "," 1,290,000.00 ",3.71,2,3,,
allFirms,BCLI,,,,,,,,,,,
hedgeFunds,BCLI,,,,,,,,,,,
allFirms,BCOR,,,,,,,,,,,
hedgeFunds,BCOR,,,,,,,,,,,
allFirms,BCOV,4,115,3/31/2018,6/30/2018,22088000,26954000,22.03,26,46,8,24
hedgeFunds,BCOV,2,27,3/31/2018,6/30/2018," 6,177,000.00 "," 9,133,000.00 ",47.85,8,16,4,2
allFirms,BCPC,3,221,3/31/2018,6/30/2018,28009000,28417000,1.46,27,77,18,68
hedgeFunds,BCPC,1,17,3/31/2018,6/30/2018," 1,578,000.00 "," 1,513,000.00 ",-4.14,6,1,5,7
allFirms,BCRX,2,103,3/31/2018,6/30/2018,88855000,87656000,-1.35,10,26,9,36
hedgeFunds,BCRX,1,25,3/31/2018,6/30/2018," 44,193,000.00 "," 40,787,000.00 ",-7.71,6,3,1,10
allFirms,BDGE,1,89,3/31/2018,6/30/2018,11455000,11316000,-1.21,8,30,5,37
hedgeFunds,BDGE,1,18,3/31/2018,6/30/2018," 3,494,000.00 "," 3,655,000.00 ",4.6,2,7,1,7
allFirms,BDSI,1,66,3/31/2018,6/30/2018,27339000,27089000,-0.92,11,15,10,22
hedgeFunds,BDSI,0,15,3/31/2018,6/30/2018," 16,454,000.00 "," 14,714,000.00 ",-10.57,2,5,4,5
allFirms,BEAT,6,225,3/31/2018,6/30/2018,30635000,30754000,0.39,41,64,15,94
hedgeFunds,BEAT,1,24,3/31/2018,6/30/2018," 4,372,000.00 "," 3,495,000.00 ",-20.06,5,5,4,14
allFirms,BECN,6,244,3/31/2018,6/30/2018,65885000,75574000,14.71,41,105,56,61
hedgeFunds,BECN,3,47,3/31/2018,6/30/2018," 9,525,000.00 "," 13,229,000.00 ",38.88,13,20,21,13
allFirms,BELFB,1,92,3/31/2018,6/30/2018,7362000,7408000,0.63,9,30,31,
hedgeFunds,BELFB,1,12,3/31/2018,6/30/2018," 1,116,000.00 "," 1,121,000.00 ",0.5,1,1,8,
allFirms,BFIN,2,81,3/31/2018,6/30/2018,10996000,11360000,3.31,13,29,25,
hedgeFunds,BFIN,2,13,3/31/2018,6/30/2018," 3,677,000.00 "," 3,615,000.00 ",-1.68,2,6,4,
allFirms,BFIT,,,,,,,,,,,
hedgeFunds,BFIT,,,,,,,,,,,
allFirms,BGCP,4,276,3/31/2018,6/30/2018,157369000,168528000,7.09,39,108,71,93
hedgeFunds,BGCP,0,43,3/31/2018,6/30/2018," 27,386,000.00 "," 30,869,000.00 ",12.72,10,16,13,12
allFirms,BGFV,0,107,3/31/2018,6/30/2018,16287000,15752000,-3.28,16,37,23,37
hedgeFunds,BGFV,0,12,3/31/2018,6/30/2018," 1,224,000.00 "," 1,688,000.00 ",37.9,4,1,7,6
allFirms,BGNE,9,126,3/31/2018,6/30/2018,36179000,41864000,15.72,27,42,22,44
hedgeFunds,BGNE,5,29,3/31/2018,6/30/2018," 13,765,000.00 "," 19,390,000.00 ",40.86,8,7,2,10
allFirms,BHACR,0,7,3/31/2018,6/30/2018,1222000,1072000,-12.26,3,,,
hedgeFunds,BHACR,0,4,3/31/2018,6/30/2018," 1,040,000.00 "," 1,030,000.00 ",-0.96,1,,,
allFirms,BHACW,0,9,3/31/2018,6/30/2018,1943000,1830000,-5.85,4,,,
hedgeFunds,BHACW,0,5,3/31/2018,6/30/2018," 1,151,000.00 "," 1,145,000.00 ",-0.57,2,,,
allFirms,BHBK,0,97,3/31/2018,6/30/2018,13983000,13976000,-0.05,30,4,30,
hedgeFunds,BHBK,0,16,3/31/2018,6/30/2018," 1,101,000.00 "," 1,009,000.00 ",-8.37,5,1,7,
allFirms,BHF,,,,,,,,,,,
hedgeFunds,BHF,,,,,,,,,,,
allFirms,BIDU,83,793,3/31/2018,6/30/2018,212044000,212268000,0.11,115,325,51,224
hedgeFunds,BIDU,27,126,3/31/2018,6/30/2018," 29,589,000.00 "," 34,556,000.00 ",16.79,37,51,19,27
allFirms,BIIB,27,1059,3/31/2018,6/30/2018,184243000,175925000,-4.51,79,404,77,401
hedgeFunds,BIIB,10,112,3/31/2018,6/30/2018," 16,923,000.00 "," 14,537,000.00 ",-14.1,12,37,18,46
allFirms,BILI,3,47,3/31/2018,6/30/2018,34631000,27199000,-21.46,30,9,34,7
hedgeFunds,BILI,1,13,3/31/2018,6/30/2018," 19,604,000.00 "," 14,169,000.00 ",-27.72,6,3,17,3
allFirms,BIOS,3,106,3/31/2018,6/30/2018,109344000,108662000,-0.62,10,43,6,32
hedgeFunds,BIOS,3,27,3/31/2018,6/30/2018," 46,772,000.00 "," 43,531,000.00 ",-6.93,3,5,1,15
allFirms,BIS,,,,,,,,,,,
hedgeFunds,BIS,,,,,,,,,,,
allFirms,BJRI,1,205,3/31/2018,6/30/2018,19527000,22046000,12.9,45,87,15,49
hedgeFunds,BJRI,0,33,3/31/2018,6/30/2018," 4,244,000.00 "," 3,492,000.00 ",-17.72,7,11,8,15
allFirms,BKCC,1,116,3/31/2018,6/30/2018,25982000,24203000,-6.85,18,28,16,42
hedgeFunds,BKCC,1,14,3/31/2018,6/30/2018," 8,110,000.00 "," 7,009,000.00 ",-13.58,1,4,5,7
allFirms,BKEP,0,36,3/31/2018,6/30/2018,18478000,16435000,-11.06,6,6,7,
hedgeFunds,BKEP,0,3,3/31/2018,6/30/2018," 3,452,000.00 "," 1,041,000.00 ",-69.84,1,2,3,
allFirms,BKYI,,,,,,,,,,,
hedgeFunds,BKYI,,,,,,,,,,,
allFirms,BL,5,154,3/31/2018,6/30/2018,42719000,44723000,4.69,28,69,25,40
hedgeFunds,BL,1,26,3/31/2018,6/30/2018," 10,618,000.00 "," 10,514,000.00 ",-0.98,5,8,12,10
allFirms,BLCM,0,96,3/31/2018,6/30/2018,18432000,25651000,39.17,21,46,14,13
hedgeFunds,BLCM,0,11,3/31/2018,6/30/2018," 5,561,000.00 "," 7,472,000.00 ",34.37,4,5,9,2
allFirms,BLDR,9,228,3/31/2018,6/30/2018,109715000,106244000,-3.16,19,80,54,87
hedgeFunds,BLDR,6,54,3/31/2018,6/30/2018," 34,961,000.00 "," 33,642,000.00 ",-3.77,4,20,20,24
allFirms,BLFS,0,49,3/31/2018,6/30/2018,1683000,4546000,170.07,20,16,4,
hedgeFunds,BLFS,0,14,3/31/2018,6/30/2018," 1,049,000.00 "," 2,425,000.00 ",131.04,5,5,1,
allFirms,BLKB,5,261,3/31/2018,6/30/2018,50675000,50478000,-0.39,30,102,38,87
hedgeFunds,BLKB,2,30,3/31/2018,6/30/2018," 9,199,000.00 "," 8,900,000.00 ",-3.25,9,5,12,14
allFirms,BLMN,1,219,3/31/2018,6/30/2018,88416000,90008000,1.8,46,83,43,68
hedgeFunds,BLMN,1,48,3/31/2018,6/30/2018," 25,077,000.00 "," 26,883,000.00 ",7.2,18,22,11,7
allFirms,BLMT,1,60,3/31/2018,6/30/2018,4737000,4830000,1.96,3,24,16,
hedgeFunds,BLMT,1,9,3/31/2018,6/30/2018," 1,900,000.00 "," 1,884,000.00 ",-0.85,1,2,3,
allFirms,BLPH,1,28,3/31/2018,6/30/2018,33382000,33802000,1.26,8,6,,
hedgeFunds,BLPH,0,3,3/31/2018,6/30/2018," 16,189,000.00 "," 16,309,000.00 ",0.74,1,1,,
allFirms,BLRX,0,26,3/31/2018,6/30/2018,38044000,36725000,-3.47,9,4,,
hedgeFunds,BLRX,0,5,3/31/2018,6/30/2018," 35,338,000.00 "," 35,058,000.00 ",-0.79,2,2,,
allFirms,BMRN,17,432,3/31/2018,6/30/2018,179086000,181497000,1.35,65,157,43,136
hedgeFunds,BMRN,13,57,3/31/2018,6/30/2018," 21,939,000.00 "," 24,390,000.00 ",11.17,13,16,11,22
allFirms,BNCL,0,117,3/31/2018,6/30/2018,54230000,53190000,-1.92,14,34,10,40
hedgeFunds,BNCL,0,17,3/31/2018,6/30/2018," 5,919,000.00 "," 6,305,000.00 ",6.53,2,8,4,4
allFirms,BND,105,623,3/31/2018,6/30/2018,322267000,336408000,4.39,47,246,55,249
hedgeFunds,BND,4,32,3/31/2018,6/30/2018," 2,622,000.00 "," 2,763,000.00 ",5.38,2,9,3,14
allFirms,BNDW,,,,,,,,,,,
hedgeFunds,BNDW,,,,,,,,,,,
allFirms,BNFT,0,92,3/31/2018,6/30/2018,27784000,29823000,7.34,20,48,9,15
hedgeFunds,BNFT,0,18,3/31/2018,6/30/2018," 2,246,000.00 "," 3,213,000.00 ",43.07,8,6,4,3
allFirms,BNGOU,,,,,,,,,,,
hedgeFunds,BNGOU,,,,,,,,,,,
allFirms,BOCH,0,70,3/31/2018,6/30/2018,8910000,9127000,2.44,6,24,5,17
hedgeFunds,BOCH,0,12,3/31/2018,6/30/2018," 3,243,000.00 "," 3,580,000.00 ",10.39,1,4,2,4
allFirms,BOFI,3,240,3/31/2018,6/30/2018,48891000,47349000,-3.15,19,77,31,93
hedgeFunds,BOFI,1,24,3/31/2018,6/30/2018," 4,611,000.00 "," 3,527,000.00 ",-23.51,6,6,7,9
allFirms,BOJA,1,105,3/31/2018,6/30/2018,34097000,33519000,-1.7,12,38,14,29
hedgeFunds,BOJA,1,20,3/31/2018,6/30/2018," 21,904,000.00 "," 21,629,000.00 ",-1.26,1,12,4,5
allFirms,BOKF,4,188,3/31/2018,6/30/2018,21922000,22453000,2.42,42,65,13,54
hedgeFunds,BOKF,1,26,3/31/2018,6/30/2018," 2,374,000.00 "," 2,648,000.00 ",11.53,12,8,3,5
allFirms,BOKFL,,,,,,,,,,,
hedgeFunds,BOKFL,,,,,,,,,,,
allFirms,BOLD,3,122,3/31/2018,6/30/2018,34630000,36031000,4.05,23,53,15,33
hedgeFunds,BOLD,1,31,3/31/2018,6/30/2018," 11,458,000.00 "," 10,762,000.00 ",-6.07,5,8,9,14
allFirms,BOMN,3,44,3/31/2018,6/30/2018,11631000,9896000,-14.92,16,8,5,
hedgeFunds,BOMN,2,7,3/31/2018,6/30/2018," 9,861,000.00 "," 7,689,000.00 ",-22.02,2,3,1,
allFirms,BPFH,0,168,3/31/2018,6/30/2018,78067000,77829000,-0.31,16,59,11,49
hedgeFunds,BPFH,0,19,3/31/2018,6/30/2018," 6,183,000.00 "," 5,180,000.00 ",-16.22,3,5,7,10
allFirms,BPMC,6,180,3/31/2018,6/30/2018,42790000,43780000,2.31,36,73,30,45
hedgeFunds,BPMC,4,35,3/31/2018,6/30/2018," 6,948,000.00 "," 7,817,000.00 ",12.51,10,15,11,7
