Year,payoutRatio,debtEquityRatio,netMargin,roic,issuanceOfStock,dividendsPaid,Underlying
2016,0.181838382,1.991528565,0.44425798,0.734977013,208000000,-2455000000,GILD
2015,0.10349017,1.758793699,0.554796409,1.661525792,319000000,-1874000000,GILD
2014,0.154863234,1.219480604,0.486179188,8.984696881,331000000,-1874000000,GILD
2017,7.808009803,3.128333531,0.029522361,,142618000,-121071000,GLOG
2016,-2.567439263,3.178396294,-0.046101459,5.499330656,142618000,-55164000,GLOG
2015,4.844122264,2.52758609,0.026089072,12.5101743,142618000,-52457000,GLOG
2014,0.944949124,2.170167346,0.128274091,4.051282051,310513000,-39840000,GLOG
2017,0.800120532,1.557063592,0.362260771,,144297000,-90280000,GLOP
2016,0.82597411,1.622416476,0.327505906,12.3817455,53826000,-76377000,GLOP
2015,0.716453731,1.446754964,0.337020777,,176533000,-60003000,GLOP
2014,0.472499235,1.635833651,0.266173421,,558494000,-23169000,GLOP
2017,-1.309859155,0.875055979,-0.049130091,,309000000,-651000000,GLW
2016,0.174560217,0.637401398,0.393503727,,138000000,-645000000,GLW
2015,0.507094847,0.586123241,0.146965207,0.642409639,102000000,-679000000,GLW
2014,0.23907767,0.436277815,0.254451879,0.720812183,116000000,-591000000,GLW
2017,0.267495577,0.147613055,0.226641115,2.488385211,47770467,-108815040,GNTX
2016,0.290949063,0.20895652,0.207032075,2.255213063,81310048,-101131356,GNTX
2015,0.304551392,0.247403205,0.206313945,4.601289083,30168496,-96990439,GNTX
2014,0.303640397,0.287084136,0.209817765,,59969006,-87632009,GNTX
2017,,0.92099322,-0.005061392,2.768225104,122523000,,GOGL
2016,,0.906504219,-0.495372525,-6.473111277,205355000,,GOGL
2015,,0.875347927,-1.160856401,-3.432245681,205355000,,GOGL
2014,1.812253829,0.427997915,0.209591823,,205355000,-28987000,GOGL
2017,0.338274278,0.083963894,0.216285454,,277000,-94046000,GOLD
2016,0.210490799,0.082602419,0.205240272,,3233000,-52091000,GOLD
2015,0.204582435,0.074845758,0.187284354,0.123800505,289000,-38600000,GOLD
2014,0.184207614,0.074280928,0.215127223,0.198007035,2035000,-43284000,GOLD
2017,0.32934963,2.007754309,0.153471236,4.441568341,,-218260000,GRFS
2016,0.396275777,1.720227512,0.134686147,3.433772329,920000,-216151000,GRFS
2015,0.416751073,1.911388649,0.135248819,12.33845332,71152000,-221772000,GRFS
2014,0.331751206,2.177047864,0.140148788,14.50587718,71152000,-156007000,GRFS
2017,0.551080286,0.317634398,0.225122805,0.470458318,21860000,-382976000,GRMN
2016,0.942519195,0.32391136,0.169218512,0.421492639,18648000,-481452000,GRMN
2015,0.828791369,0.345058751,0.161767136,0.352623724,17073000,-378117000,GRMN
2014,0.988643945,0.379017602,0.126873699,0.438400008,20753000,-360075000,GRMN
2017,0.412739151,11.84798977,0.133632651,0.019447666,7000000,-1769000000,GS
2016,0.230602866,10.20961818,0.241701516,0.019640487,6000000,-1706000000,GS
2015,0.276343909,10.25060905,0.179863986,0.022341137,259000000,-1681000000,GS
2014,0.171522944,10.49826759,0.24551089,0.022825433,123000000,-1454000000,GS
2017,2.549608355,-777.8235294,0.050752004,5.775233249,56000000,-3906000000,GSK
2016,4.255482456,48.14768683,0.032701065,4.089005236,89000000,-3881000000,GSK
2015,0.459985752,8.714900274,0.352046148,1.657124268,73000000,-3874000000,GSK
2014,1.394412192,8.377902885,0.119794836,2.621799081,167000000,-3843000000,GSK
2017,,1.302043812,-0.000389276,13.40692498,180000,,GSM
2016,-0.162481126,1.470684396,-0.214732903,-14.32683057,180000,-54988000,GSM
2015,-0.496417676,0.950603131,-0.032863686,8.002960484,180000,-21479000,GSM
2014,1.043681869,1.798004488,0.027124105,,180000,-40116000,GSM
2017,0.358347386,9.583393205,0.288775262,0.067374749,11000000,-425000000,HBAN
2016,0.41994382,9.679116596,0.214070956,0.052349616,17000000,-299000000,HBAN
2015,0.324675325,10.37700165,0.239792388,0.068585895,19000000,-225000000,HBAN
2014,0.314344584,10.09274172,0.231193958,0.077311992,20307000,-198789000,HBAN
2017,0.241934937,7.0185519,0.222851779,0.120916721,1193540,-4070310,HBCP
2016,0.18662758,7.656060148,0.227478034,0.125806446,1415936,-2987597,HBCP
2015,0.172279128,8.402883265,0.204920147,0.106141353,3282197,-2162086,HBCP
2014,0.050530477,6.923866926,0.173644029,0.089264306,581088,-498816,HBCP
2017,0.02248946,1.167992613,0.120288165,12.98822227,186852000,-3686000,HBM
2016,-0.101355383,1.527521364,-0.031180726,,11814000,-3567000,HBM
2015,-0.010874157,1.506355991,-0.374050704,,14008000,-3604000,HBM
2014,0.058362663,1.300022569,0.128764667,,148721000,-3814000,HBM
2017,,7.69507686,0.129608295,,38699000,,HBMD
2016,0.031303036,10.97059098,0.112978823,0.140400034,35000,-166000,HBMD
2015,0.11033275,10.62847754,0.028284129,,23771000,-126000,HBMD
2014,0.012101421,13.41885262,0.418673851,,507000,-126000,HBMD
2017,,7.134235759,0.227217348,,,,HFWA
2016,0.361780153,7.051637423,0.244469013,,540000,-14079760,HFWA
2015,0.344447171,6.768138392,0.244116689,0.061519196,751000,-12912980,HFWA
2014,0.41717712,6.607710349,0.16507722,0.05222142,915000,-8766560,HFWA
2017,-0.108910891,15.69334519,-0.184861546,0.024284455,,-341000000,HIG
2016,0.372767857,12.28616222,0.055756067,0.019819771,9000000,-334000000,HIG
2015,0.187871581,11.94343045,0.105348866,0.027857523,42000000,-316000000,HIG
2014,0.353383459,12.08830128,0.043072273,0.0298044,30000000,-282000000,HIG
2017,-0.192525192,0.593779126,-0.040706157,1.582274498,9610000,-4528000,HL
2016,0.063539764,0.602669271,0.107665061,3.799525191,8121000,-4419000,HL
2015,-0.049339987,0.659502258,-0.196065081,,8121000,-4291000,HL
2014,0.229970826,0.619277203,0.035592405,,54418000,-4099000,HL
2017,,,0.144600939,,,,HMN
2016,0.528979884,7.173857132,0.074199892,0.0175053,3329000,-44310000,HMN
2015,0.454879014,6.952306587,0.086521517,0.020683572,1629000,-42523000,HMN
2014,0.376399375,6.30923864,0.098278942,0.023425592,8252000,-39237000,HMN
2017,0.551890417,1.705947462,0.041268322,8.774191519,14224000,-49557000,HNI
2016,0.566682637,1.656452319,0.038837044,15.00765161,21596000,-48495000,HNI
2015,0.439403999,1.64927016,0.045753832,14.67432421,12276000,-46329000,HNI
2014,0.721120528,1.989529339,0.027656066,11.81622193,18469000,-44328000,HNI
2017,0.067571225,0.436760438,0.198164462,0.608457603,,-7241000,HOLI
2016,0.173691692,0.462619503,0.159613653,0.484682669,6322000,-11975000,HOLI
2015,0.101079589,0.476849572,0.217647545,1.849716214,5441000,-11975000,HOLI
2014,0.124058554,0.687793127,0.181653773,1.980638189,1280000,-11975000,HOLI
2017,1.280362538,2.42781894,0.040829921,1.616045198,520000000,-2119000000,HON
2016,0.398211686,1.786153131,0.122360185,3.171808258,409000000,-1915000000,HON
2015,0.361996644,1.674123503,0.123584148,2.629187524,186000000,-1726000000,HON
2014,0.356216089,1.554510959,0.105170446,2.260953858,265000000,-1510000000,HON
2017,0.485216394,6.367654693,0.262888007,0.152700477,1865000,-67661000,HOPE
2016,0.373574688,6.244202422,0.280045005,0.129282058,1171000,-42493000,HOPE
2015,0.362104099,7.434804577,0.29882779,,1171000,-33407000,HOPE
2014,0.31393105,7.088523324,0.297220154,,42000,-27819000,HOPE
2017,-2.382889277,0.546367458,-0.071041773,-1.146680984,10534000,-305515000,HP
2016,-5.281762511,0.497945921,-0.034987613,0.075040859,1040000,-300152000,HP
2015,0.709676115,0.459858419,0.132974898,4.956543493,2650000,-298367000,HP
2014,0.374186024,0.374162667,0.19014238,,23250000,-264386000,HP
2017,0.35391924,-10.65757042,0.048524666,3.314876033,57000000,-894000000,HPQ
2016,0.34375,-8.45358704,0.051743439,,32000000,-858000000,HPQ
2015,0.27448397,2.835314031,0.08849076,,32000000,-1250000000,HPQ
2014,0.236185917,2.846096293,0.088489171,,297000000,-1184000000,HPQ
2017,,0.066089282,0.206347892,1.311182324,14564000,,HQY
2016,,0.065648622,0.1478724,,7142000,,HQY
2015,,0.08030198,0.131031817,,25407000,,HQY
2014,4.952488688,0.101835595,0.115713391,,137397000,-50347000,HQY
2017,0.174583535,5.988752046,0.083582632,0.149469919,,-23140000,HTH
2016,0.039761745,5.807799909,0.088750003,0.228242378,4139000,-5801000,HTH
2015,0.016774658,5.831401407,0.136798163,0.195615753,4139000,-3539000,HTH
2014,0.050326914,5.779314817,0.097637206,,4139000,-5619000,HTH
2017,0.247609525,1.701146008,0.151428681,0.595767453,9080000,-306343000,HTHT
2016,0.3807324,0.847693718,0.123055575,,12206000,-306343000,HTHT
2015,0.701655978,1.23983611,0.075606654,0.703086702,22619000,-306343000,HTHT
2014,0.996730091,0.921425605,0.061906312,1.523820515,20985000,-306343000,HTHT
2017,0.166953715,8.90369796,0.183075845,0.051922215,963000,-12566940,HTLF
2016,0.128867814,10.14951207,0.203908701,0.060549196,54196000,-10354400,HTLF
2015,0.152161987,12.09266263,0.187158674,0.048112817,3508000,-9136110,HTLF
2014,0.195775656,13.39903622,0.157367937,0.037048173,1673000,-8203000,HTLF
2017,0.648292884,1.26832701,0.066261448,7.397506925,,-157600000,HUBB
2016,0.491467577,1.206554495,0.083590095,7.585798817,,-144000000,HUBB
2015,0.482149297,0.838618867,0.081789759,8.322528363,,-133700000,HUBB
2014,0.372579158,0.718385138,0.096832768,10.06743738,2400000,-121200000,HUBB
2017,0.089869281,1.761430604,0.045529786,0.282393107,62000000,-220000000,HUM
2016,0.288273616,1.376789892,0.011291123,0.188303735,11000000,-177000000,HUM
2015,0.134796238,1.385269669,0.023503841,0.260153677,21000000,-172000000,HUM
2014,0.149956408,1.43904209,0.023649485,0.247407563,29000000,-172000000,HUM
2017,,8.47541395,0.215389687,,,,HWC
2016,0.51274649,7.81520115,0.187799616,0.046929714,262961000,-76551000,HWC
2015,0.585823933,8.462184794,0.16834399,0.045673201,347000,-77013000,HWC
2014,0.457495362,7.391542314,0.209183892,0.066831892,2488000,-80392000,HWC
2017,,1.184397875,0.092198961,3.17938604,82397000,,IAC
2016,,1.392224145,-0.013146991,1.308481655,25821000,,IAC
2015,0.947468863,1.630608259,0.036977554,1.494359689,456114000,-113196000,IAC
2014,0.234621197,1.116148825,0.133419112,1.325540306,1609000,-97338000,IAC
2017,0.437606838,9.528529855,0.15687251,0.072079629,72000,-8960000,IBCP
2016,0.319511552,9.237569283,0.186176216,0.056753463,82000,-7274000,IBCP
2015,0.294549633,8.594355854,0.17235827,0.047113268,112000,-5896000,IBCP
2014,0.22912158,7.981591318,0.155899095,0.047136015,97000,-4129000,IBCP
2017,0.574856228,6.790860029,0.147003174,,485151000,-81867000,IBKC
2016,0.341696247,6.667444081,0.222715484,0.086229231,286141000,-63821000,IBKC
2015,0.366259696,7.021086505,0.183782935,,1915000,-52318000,IBKC
2014,0.408703574,7.507907575,0.17144233,,7966000,-43070000,IBKC
2017,0.368421053,50.21009174,0.048131729,0.033471772,21000000,-28000000,IBKR
2016,0.30952381,50.15708419,0.058495822,0.025149926,25000000,-26000000,IBKR
2015,0.510204082,50.27809965,0.035125448,0.027702843,29000000,-25000000,IBKR
2014,0.511111111,49.8694517,0.036644951,0.029409261,29000000,-23000000,IBKR
2017,0.957065879,6.117483233,0.072694879,2.152704903,,-5506000000,IBM
2016,0.442722372,5.430121671,0.148550407,10.41985294,204000000,-5256000000,IBM
2015,0.371266111,6.736152012,0.161363331,10.07748627,322000000,-4897000000,IBM
2014,0.354766262,8.868975396,0.129557186,,709000000,-4265000000,IBM
2017,,5.500258979,0.256321608,0.180397704,,,IBTX
2016,0.117426223,7.704797246,0.276091811,0.261549766,19929000,-6287000,IBTX
2015,0.150028361,7.33825623,0.240914314,0.180948021,19929000,-5819000,IBTX
2014,0.134929947,6.94853486,0.21885054,,19929000,-3910000,IBTX
2017,,0.09955894,-73.15299335,,59460000,,IDRA
2016,,0.095617761,-2.369837644,,51186000,,IDRA
2015,,0.104017611,-195,-0.806425517,83145000,,IDRA
2014,-0.020651105,0.184876273,-529.3424658,-1.354965035,45593000,-798000,IDRA
2017,0.306324686,0.83544151,0.155894577,,,-856754000,IMOS
2016,1.279289329,0.926177622,0.076204101,5.243430501,,-1792553000,IMOS
2015,0.525043572,0.569706632,0.097620975,7.038475645,,-965500000,IMOS
2014,0.166275225,0.774199893,0.154313185,8.891494381,599384000,-534439000,IMOS
2017,0.110009195,11.34874424,0.255251379,,51636000,-1675000,INBK
2016,0.09930429,11.04567305,0.24423497,0.039674135,46223000,-1199000,INBK
2015,0.122410124,11.17166683,0.22925439,0.064077244,46223000,-1093000,INBK
2014,0.249768733,9.027411272,0.148529816,0.048602866,46223000,-1080000,INBK
2017,,7.563203996,0.257323954,0.132224446,,,INDB
2016,0.387629162,7.9157675,0.252016348,,2524000,-29711000,INDB
2015,0.402894089,8.345190891,0.225800172,,4062000,-26172000,INDB
2014,0.375018799,8.936992508,0.234171098,,3888000,-22443000,INDB
2017,0.465004023,0.230421687,0.227260261,,1000000,-1156000000,INFY
2016,0.482242991,0.208423428,0.209639498,2.527582748,1000000,-1032000000,INFY
2015,0.516081871,0.22029172,0.215977266,8.282758621,1000000,-1059000000,INFY
2014,0.404868356,0.211481397,0.231087131,6.224324324,1000000,-815000000,INFY
2017,0.317919075,1.094085092,0.08899177,73.33333333,9000000,-165000000,INGR
2016,0.290721649,1.242495127,0.08502805,91.88888889,29000000,-141000000,INGR
2015,0.313432836,1.349813433,0.071517524,53.76923077,21000000,-126000000,INGR
2014,0.352112676,1.322002756,0.062632322,12.78723404,20000000,-125000000,INGR
2017,0.528278304,0.78572567,0.152977167,1.292375862,770000000,-5072000000,INTC
2016,0.477413726,0.711216139,0.173708051,0.816681943,1108000000,-4925000000,INTC
2015,0.398949212,0.66094786,0.20630476,0.953506908,866000000,-4556000000,INTC
2014,0.376708817,0.645037143,0.209486307,1.056963308,1660000000,-4409000000,INTC
2017,0.336085879,1.199660153,0.203051643,5.649056604,295000000,-407000000,INTU
2016,0.363542739,2.004431315,0.187560363,5,226000000,-353000000,INTU
2015,0.324821246,2.660637382,0.208564124,2.642553191,197000000,-318000000,INTU
2014,0.775342466,1.130360206,0.087070611,0.967248908,220000000,-283000000,INTU
2017,0.002094779,-2.511926674,0.617552954,,435000,-281000,INVA
2016,0.016124698,-2.073670434,0.445732168,,385000,-960000,INVA
2015,-4.655170576,-2.193456785,-0.347735825,,8240000,-87331000,INVA
2014,-0.338279989,-3.335600338,-19.97675797,-0.181872273,54589000,-56988000,INVA
2017,0.358675373,4.195338853,0.098606448,1.767840152,,-769000000,IP
2016,0.810840708,6.619212163,0.046370864,1.33034915,,-733000000,IP
2015,0.730277186,6.854273944,0.045368803,2.329192547,2000000,-685000000,IP
2014,1.117117117,4.57888563,0.023500021,1.425347222,66000000,-620000000,IP
2017,0.4,1.317210701,0.043902062,,11200000,-45400000,ITT
2016,0.239656099,1.523625911,0.07736759,,12300000,-44600000,ITT
2015,0.121660034,1.731297262,0.141535243,4.435460993,6200000,-42800000,ITT
2014,0.220596206,1.984690098,0.069501997,32.08602151,15100000,-40700000,ITT
2017,0.434338786,9.544371106,0.257547678,0.099042231,1114000000,-10382000000,ITUB
2016,0.32983708,9.939689351,0.240969971,0.112745427,731000000,-7673000000,ITUB
2015,0.272261072,10.35488009,0.364197182,0.061577235,344000000,-7008000000,ITUB
2014,0.29315704,10.34239371,0.284156823,0.103765311,535000000,-6319000000,ITUB
2017,0.418344717,2.583916928,0.218456291,0.224464519,,-471600000,IVZ
2016,0.538983845,2.377302167,0.18042413,0.216650543,,-460400000,IVZ
2015,0.469476294,2.055749306,0.188974995,0.817795596,3700000,-454500000,IVZ
2014,0.429106366,1.340944031,0.191972179,0.777725314,11000000,-424000000,IVZ
2017,0.526942801,1.404274212,0.124727376,,1367000,-73469000,JCOM
2016,0.431877669,1.255053929,0.174364459,,3824000,-65835000,JCOM
2015,0.440195756,1.003710369,0.185395698,1.260172673,5218000,-58826000,JCOM
2014,0.417060969,1.078918846,0.209216567,1.188189951,6886000,-52269000,JCOM
2017,-0.123316707,0.182538159,-0.143649853,,97045,-1458298,JCS
2016,-0.570453518,0.18730845,-0.081663899,,132747,-4628402,JCS
2015,-0.58265812,0.217934562,-0.08961039,-0.805715467,145516,-5621665,JCS
2014,2.83997588,0.165841135,0.016476436,0.218717823,246119,-5571672,JCS
2017,,0.456855707,0.375924758,,,,JHG
2016,1.060218978,0.501737252,0.147908232,3.831353919,8100000,-116200000,JHG
2015,0.653846154,0.62028734,0.206613689,2.782222222,10300000,-105400000,JHG
2014,0.359381044,0.60938884,0.388021615,1.031636864,7300000,-92900000,JHG
2017,0.38976179,0.270995219,0.073023656,0.785907733,7231000,-30859000,JJSF
2016,0.375426127,0.239058332,0.076527452,0.843527547,6570000,-28523000,JJSF
2015,0.372654346,0.232948115,0.071889955,,4663000,-26154000,JJSF
2014,0.291363801,0.252889685,0.078105304,,3320000,-20924000,JJSF
2017,-0.489202292,10.03214823,-0.136342956,-0.113093897,1218000,-7770000,JMP
2016,2.857826384,8.297544753,0.021677767,0.054544397,1218000,-8362000,JMP
2015,-48.95192308,8.935705608,-0.001472629,0.072027282,1218000,-10182000,JMP
2014,0.385934691,9.255586476,0.073159239,0.125823676,1218000,-5153000,JMP
2017,6.879230769,1.614744016,0.017004578,16.02439024,1062000000,-8943000000,JNJ
2016,0.521221282,1.00528274,0.230073724,0.889867841,1189000000,-8621000000,JNJ
2015,0.530404309,0.87506676,0.21989611,0.702270816,1005000000,-8173000000,JNJ
2014,0.475892912,0.868878312,0.219598821,1.096658711,1543000000,-7768000000,JNJ
2017,0.491182234,1.100835309,0.060908657,0.442812872,64500000,-150400000,JNPR
2016,0.257297115,0.945894207,0.118775175,0.479898165,62300000,-152500000,JNPR
2015,0.246646678,0.881754984,0.130449998,0.487538026,121200000,-156300000,JNPR
2014,-0.257253964,0.683519343,-0.072248276,0.411072531,159800000,-86000000,JNPR
2017,,2.968186222,0.053283596,0.053182895,,,JRVR
2016,0.351653664,2.384971027,0.127034408,0.079458701,2260000,-26188000,JRVR
2015,0.340299456,2.018182539,0.105951228,0.063906562,1730000,-18205000,JRVR
2014,1.566476446,1.848135178,0.101787459,0.053268252,1730000,-69998000,JRVR
2017,0.146418889,1.326758624,0.088470726,,,-55303000,KDP
2016,0.490369882,1.541303806,0.04851095,,6401685000,-102732000,KDP
2015,0.352630575,0.475265727,0.110237076,,29272000,-175707000,KDP
2014,0.198414801,0.383436923,0.126711671,6.993164091,1389095000,-118358000,KDP
2017,0.37037037,8.763609087,0.215068038,0.064228071,25000000,-480000000,KEY
2016,0.423514539,8.929134438,0.167336577,0.044541762,32000000,-335000000,KEY
2015,0.291484716,8.06924254,0.225504677,0.05630496,22000000,-267000000,KEY
2014,0.266666667,8.133509132,0.223158939,0.05623512,27000000,-240000000,KEY
2017,0.40942928,2.959255058,0.044393038,0.037867394,4000000,-49500000,KMPR
2016,2.928571429,3.156794249,0.006661644,0.015208016,3500000,-49200000,KMPR
2015,0.579929988,3.033376832,0.036611415,0.038101761,3900000,-49700000,KMPR
2014,0.452401747,2.746783374,0.052126013,0.051164344,500000,-51800000,KMPR
2017,0.202361351,1.803861639,0.133320127,,1077000,-5039000,KNSL
2016,0.080139107,1.922683551,0.184775624,,72841000,-2097000,KNSL
2015,0.094149868,3.806286414,0.276353665,0.100996394,90000,-2097000,KNSL
2014,0.161643413,3.726459724,0.203734531,0.076298695,100000,-2097000,KNSL
2017,5.064102564,4.036961106,0.035244281,0.253227931,1595000000,-6320000000,KO
2016,0.925846484,2.777295985,0.155913336,0.306130684,1434000000,-6043000000,KO
2015,0.780982179,2.513579087,0.165959272,0.347601752,1245000000,-5741000000,KO
2014,0.753733446,2.027110818,0.154311057,0.394360575,1532000000,-5350000000,KO
2017,0.072164948,2.865028119,0.084746997,0.044730428,,-84000000,L
2016,0.128440367,2.930848428,0.049904617,0.042314785,,-84000000,L
2015,0.346153846,3.029212459,0.01938129,0.032721257,7000000,-90000000,L
2014,0.160744501,2.786151452,0.041256545,0.048231324,6000000,-95000000,L
2017,0.697863683,-11.81938911,0.077818239,17.63265306,38000000,-686000000,LB
2016,0.596787565,-12.20438957,0.092094799,24.26190476,20000000,-691080000,LB
2015,0.465921788,-33.78764479,0.103093632,18.42016807,33000000,-583800000,LB
2014,0.382402111,414.2777778,0.090972586,,35000000,-398463000,LB
2017,0.469318532,7.622009569,0.254382869,,92000,-6088000,LCNB
2016,0.484537734,8.142034643,0.248714781,,644000,-6048000,LCNB
2015,0.515513334,8.139599452,0.238604226,0.044838701,218000,-5915000,LCNB
2014,0.571081163,7.815513744,0.223791923,0.051884977,58000,-5636000,LCNB
2017,0.373538907,1.580877535,0.094307299,,16627000,-92452000,LECO
2016,0.44017359,1.730528183,0.087223151,,25049000,-87330000,LECO
2015,0.682219677,0.914271024,0.050271493,,5996000,-86968000,LECO
2014,0.287652246,0.509480729,0.090528499,,9116000,-73261000,LECO
2017,,0.698827513,-0.443826204,-44.28183364,,,LEJU
2016,,0.414982704,-0.017495343,-5.864617279,314750,,LEJU
2015,0.760627068,0.477040824,0.061357846,,1582240,-26873022,LEJU
2014,0.403978666,0.538375066,0.134108521,,135949735,-26873022,LEJU
2017,0.265815477,0.876136892,0.097843367,21.95420747,,-31770000,LFUS
2016,0.266690912,0.82998645,0.098932074,10.10911877,20494000,-27866000,LFUS
2015,0.30100413,0.441373329,0.093178194,7.713511561,9150000,-24341000,LFUS
2014,0.215851172,0.471684705,0.115141521,8.723499205,14061000,-21175000,LFUS
2017,0.358424976,0.932982516,0.090778907,2.508051557,14626000,-102178000,LM
2016,0.386775267,0.904125749,0.078719679,3.448146198,9506000,-87897000,LM
2015,-3.359419942,0.737830667,-0.009407541,7.049748752,10022000,-84093000,LM
2014,0.298696642,0.565098984,0.084097583,7.246855139,24288000,-70815000,LM
2017,0.269517044,0.120137381,0.095974505,,4305000,-7930000,LMNX
2016,0.574055306,0.1165208,0.051042163,,5089000,-7930000,LMNX
2015,0.215132525,0.092311199,0.155068403,1.827016188,3118000,-7930000,LMNX
2014,0.203109392,0.117289699,0.172008476,,4746000,-7930000,LMNX
2017,0.037572513,5.313265421,0.582525229,0.224567096,114567000,-3776000,LOB
2016,0.198722138,6.876529637,0.110646058,0.407956145,401000,-2737000,LOB
2015,0.132460606,4.277325713,0.194371931,0.532879472,87410000,-2732000,LOB
2014,0.271894904,6.333467663,0.139629249,0.331533234,75412000,-2732000,LOB
2017,0.373658254,5.009024349,0.0502339,51.20155039,139000000,-1288000000,LOW
2016,0.362431296,4.347839602,0.047572173,55.01785714,139000000,-1121000000,LOW
2015,0.375883739,3.084922916,0.043098487,15.3058104,125000000,-957000000,LOW
2014,0.304670126,2.182283307,0.047987478,27.7816092,137000000,-822000000,LOW
2017,0.377927934,4.553063809,0.055789807,2.451221388,84405000,-90273000,LPLA
2016,0.464130339,4.889105293,0.047397591,,6865000,-89081000,LPLA
2015,0.567672291,5.31777225,0.039481139,,33030000,-95814000,LPLA
2014,0.537038805,3.160076163,0.040707993,,28530000,-95616000,LPLA
2017,0.090000452,1.073633105,0.048532392,2.592493098,3183000,-15938000,LSTR
2016,0.10434656,1.021153538,0.043339888,,2329000,-14332000,LSTR
2015,0.088618651,1.126639456,0.04445134,,1459000,-13088000,LSTR
2014,0.198877594,1.138634869,0.043566086,,3760000,-27606000,LSTR
2017,0.133711946,3.479508219,0.016154098,1.490632652,,-20766000,LTM
2016,0.3,3.66466585,0.007701088,0.907720702,608496000,-20766000,LTM
2015,-0.09470343,5.30848388,-0.022512627,0.868937625,608496000,-20766000,LTM
2014,-0.079873839,3.630420392,-0.02149791,0.993669992,156321000,-20766000,LTM
2017,0.078555046,1.407478428,0.164753672,,29000000,-274000000,LUV
2016,0.098930481,1.758677882,0.109865361,,29000000,-222000000,LUV
2015,0.082530949,1.89643925,0.111003664,2.691836735,46000000,-180000000,LUV
2014,0.122359155,1.911143911,0.061058855,1.361459521,110000000,-139000000,LUV
2017,1.156521739,1.480591497,0.02605937,4.195652174,300000,-13300000,LXFR
2016,0.607305936,1.758985201,0.052796528,,300000,-13300000,LXFR
2015,0.670807453,1.567472009,0.034977189,,300000,-10800000,LXFR
2014,0.369863014,1.621436716,0.059652707,,700000,-10800000,LXFR
2017,0.2721663,0.43737228,0.051053476,2.166824165,2977000,-22009000,LZB
2016,0.240392449,0.487778831,0.0565254,2.484432934,1749000,-20655000,LZB
2015,0.228902741,0.443791557,0.051954965,2.785060456,1749000,-18141000,LZB
2014,0.205064078,0.460757117,0.0496515,1.7174702,1397000,-14513000,LZB
2017,0.240613027,2.88240673,0.313275186,3.246425167,57000000,-942000000,MA
2016,0.206208426,2.2968529,0.376670379,3.366552119,37000000,-837000000,MA
2015,0.190913866,1.690112807,0.393917451,4.509939499,27000000,-727000000,MA
2014,0.14238319,1.25257732,0.383116195,3.501685772,28000000,-515000000,MA
2017,0.242026266,-88.53333333,0.069727891,9.661157025,,-129000000,MAS
2016,0.260692464,-17.58389262,0.06673916,4.808219178,1000000,-128000000,MAS
2015,0.354929577,-41.52592593,0.049705965,3.087837838,2000000,-126000000,MAS
2014,0.136682243,6.58008658,0.122180988,2.081460674,1000000,-117000000,MAS
2017,0.472111554,2.306168057,0.061549779,5.053191489,3800000,-47400000,MAXR
2016,0.387310606,1.96778679,0.067800963,5.523178808,3500000,-40900000,MAXR
2015,0.374952745,2.259918245,0.067462216,5.84279476,4716000,-53559000,MAXR
2014,0.995627998,2.708310582,0.022449576,,4103000,-46912000,MAXR
2017,0.473685173,9.15709569,0.187289258,0.042167094,354000,-5025326,MBTF
2016,0.220786153,8.618344034,0.252912655,0.038871031,221000,-3201620,MBTF
2015,0.264990896,8.110247657,0.218473111,0.034144534,106000,-3201620,MBTF
2014,0.437678742,8.504199619,0.150657,,8869000,-3201620,MBTF
2017,0.373680334,9.927080804,0.230396108,,68000,-6088000,MCBC
2016,0.253839885,9.731162051,0.23570352,,68000,-4049000,MCBC
2015,0.289354385,10.38095238,0.195707708,0.089828884,68000,-3702000,MCBC
2014,0.256755466,10.11322701,0.171812455,0.087861553,4000,-2689000,MCBC
2017,1.321456539,1.517592536,0.064157958,,42000000,-337500000,MCHP
2016,1.916160389,1.350230837,0.048300957,1.118620415,42200000,-315400000,MCHP
2015,0.898179574,1.574659018,0.149128054,0.850300848,28700000,-291100000,MCHP
2014,0.776344208,1.330145345,0.171869032,0.259770505,34433000,-286478000,MCHP
2017,,-75.89295039,0.238005756,,,,MCO
2016,1.069392348,-5.187428571,0.073969258,6.32748538,77800000,-285100000,MCO
2015,0.28906831,-9.621238938,0.270139188,2.583245706,89200000,-272100000,MCO
2014,0.238697279,-24.63312034,0.296524008,2.640066043,149400000,-236000000,MCO
2017,0.951745274,1.896196577,0.042452783,0.047941613,2162000,-137886000,MCY
2016,1.878333607,1.732659515,0.022630475,0.02105278,1632000,-137201000,MCY
2015,1.831200741,1.541975468,0.02474961,0.021810946,2111000,-136386000,MCY
2014,0.761431646,1.452904003,0.059084466,0.073465064,6247000,-135496000,MCY
2017,0.365896993,0.975639653,0.055025694,,9501000,-51897000,MDC
2016,0.47560822,0.915496148,0.044356648,1.773106347,9501000,-49088000,MDC
2015,0.742776368,0.923039389,0.034462944,0.954242675,665000,-48868000,MDC
2014,0.773165672,0.914342655,0.037261652,0.652931525,375000,-48820000,MDC
2017,0.803479381,0.79990142,0.103629019,0.881331962,403000000,-2494000000,MDT
2016,0.589870904,0.986436424,0.135577247,0.682148853,428000000,-2376000000,MDT
2015,0.604578858,0.913911991,0.122706621,0.548953734,491000000,-2139000000,MDT
2014,0.499813084,1.00422694,0.132027047,0.321520952,649000000,-1337000000,MDT
