,52WeekChange,debtEquityRatio,earningsGrowth,earningsQuarterlyGrowth,grossMargins,grossProfits,pegRatio,profitMargins,returnOnAssets,returnOnEquity,revenueGrowth,score,sector
DECK,0.908171985,-0.229816361,-0.237508362,-0.235767393,0.585181508,-0.291364004,-0.090392573,0.133039135,0.630901634,0.09576782,0.230562451,0.407145003,Consumer Cyclical
TLYS,0.995485964,-0.384403134,-0.237508362,-0.235767393,-0.456361134,-0.348127182,-0.092683131,-0.05625022,0.043796447,0.102630062,-0.016070968,0.406330966,Consumer Cyclical
SM,1.348450276,0.203042217,-0.296609193,-0.319695954,0.959792564,-0.36235216,-0.228790072,0.327877439,-0.984750465,0.109599337,0.137517214,0.405035384,Energy
VEEV,0.647762177,-0.157871989,-0.111221783,-0.082420677,0.656920012,-0.120526849,-0.107787332,0.73731956,0.466053022,0.257800799,0.374790477,0.392330064,Technology
QLYS,0.796520824,-0.085949941,-0.080835535,-0.020143554,0.981473367,-0.122164773,-0.100823583,0.379301892,0.151904662,0.172028166,0.258800051,0.387086288,Technology
DISCA,-0.05891303,0.466241635,-0.440680116,-0.398865322,1.229394062,-0.04237451,-0.115588712,-1.212390981,-0.128834932,-0.013939629,1.989341756,0.379698563,Consumer Cyclical
FDS,0.942748633,-1.070959887,-0.144418732,-0.138880646,0.366919633,-0.628890698,0.587531428,0.065843141,2.518362112,1.919392443,-0.156365189,0.375131057,Financial Services
INSG,1.744237896,-1.113432241,-0.271752907,-0.287312413,-1.014311245,-0.122787884,-0.118947187,-0.73610354,-0.469671875,0.08024273,-1.583663256,0.37373372,Technology
DSW,0.747467551,-0.384403134,-0.237508362,-0.235767393,-0.153205695,-0.285881797,-0.083937364,-0.452318612,0.28405389,0.028447117,0.105224156,0.361174615,Consumer Cyclical
GNRC,0.373595777,0.061851027,0.605926362,0.669996485,0.012603247,-0.722249885,0.106873574,0.109709423,1.159038486,0.176765836,0.260489416,0.357095651,Industrials
SHW,0.619265195,0.038285045,-0.210615815,-0.23347122,0.762301639,0.303024119,-0.108697464,0.285923476,0.345661697,2.224736837,0.587384472,0.355482091,Basic Materials
PHM,-0.385869083,-0.048142927,0.730726025,0.621076466,-0.865223996,-0.208811466,-0.129332061,0.264120648,0.30056416,0.109649487,0.537843433,0.353391788,Consumer Cyclical
SLCA,-0.655324982,-0.124270898,-0.289898761,-0.335094333,-0.055092152,-0.259588691,-0.35011293,0.283078293,0.109570935,-0.092655197,1.510326597,0.34649556,Basic Materials
WY,0.071063665,-0.148610751,1.32878461,1.588878396,-0.244426776,-0.126773465,0.463076006,0.407857368,0.178277788,-0.16141743,-0.059626502,0.34191884,Basic Materials
CONN,1.272803878,-0.384403134,-0.237508362,-0.235767393,-0.797244387,-0.334110443,-0.118295736,-0.327158085,-0.571706416,0.047594588,-0.529553662,0.336146908,Consumer Cyclical
MRO,0.855351221,0.103585483,-0.296609193,-0.319695954,1.542877369,-0.176162559,-0.020625127,-0.288741458,-0.71368825,0.073305299,0.523104697,0.332962123,Energy
CSX,0.849682042,-0.004169334,0.444354566,0.304047346,0.717899825,0.291181986,0.100769798,3.295828524,0.475034884,0.397864782,-0.203211728,0.331408139,Industrials
M,0.725527749,-0.384403134,-0.085417598,-0.069191072,0.016598442,0.365632973,-0.372547685,0.149071342,-0.122494988,0.184981865,-0.408258537,0.329600811,Consumer Cyclical
NUE,0.219961534,-0.155218185,-0.106078883,-0.103772051,-1.201054539,-0.068411822,-0.241203697,0.092919453,0.738330991,0.232917789,0.449418897,0.31990781,Basic Materials
ANET,0.540590205,-0.063206604,-0.271752907,-0.287312413,0.423243416,-0.117262838,-0.110929947,0.375981017,0.930150548,0.227957244,0.486319733,0.309764527,Technology
BZUN,0.999064815,-0.183060757,-0.147252479,-0.144942717,-0.151814807,-0.361289851,0.781060667,-0.01562315,-0.005073951,0.088453663,0.675311241,0.309707889,Consumer Cyclical
NOW,0.572996066,0.549272945,-0.271752907,-0.287312413,0.921677642,-0.115199436,-0.111251351,-0.294392868,-0.399555256,-0.08594112,1.043966013,0.302395859,Technology
DG,0.940539822,0.134640617,0.117892552,0.12175088,-0.36617961,-0.095118969,-0.039051842,-0.2485498,0.439286412,-0.174207243,-0.055707556,0.302378681,Consumer Defensive
GOGO,-0.636874784,-1.884509348,-0.362793807,-0.342585051,-1.084361358,-0.709765009,0.214841852,-1.232148227,-1.754339899,-0.782703217,0.236166345,0.302055083,Communication Services
FOXA,0.611871276,0.090301853,0.118906359,0.124825896,-0.246105248,0.433333994,-0.09580662,0.87981206,0.141537243,0.147202704,0.157785377,0.298022593,Consumer Cyclical
CREE,0.954025725,-0.239374871,-0.271752907,-0.287312413,-1.254631992,-0.120866033,-0.112894081,-0.837547162,-0.367816556,-0.050385412,-0.14716644,0.295791777,Technology
WIN,-0.53270835,-2.353079533,-0.362793807,-0.342585051,-1.034179269,-0.617283824,0.221680319,-1.904740279,-0.452858401,-0.782703217,-0.353919808,0.293992416,Communication Services
BLD,0.009588662,-0.130124967,-0.217657792,-0.249950643,-0.518048382,-0.251947696,-0.366449315,0.18454409,0.227616285,0.227298762,0.582627039,0.290377397,Basic Materials
LYB,0.495540185,-0.115731485,-0.181840841,-0.20341153,-0.889841071,0.267233153,-0.150446004,0.556965143,1.914503563,2.511500113,0.287666154,0.289180995,Basic Materials
DATA,0.237871814,-0.088400997,-0.271752907,-0.287312413,1.451374657,-0.118919564,-0.121607696,-0.681626022,-0.857904191,-0.091242398,0.678150053,0.284759218,Technology
CMA,0.851714332,0.147575175,0.043871872,0.008866007,-0.931465748,-0.518843919,-0.072104329,0.424528815,-0.431534103,-0.143019205,0.026371483,0.282162281,Financial Services
HOME,0.161215761,-0.384403134,-0.237508362,-0.235767393,-0.36433077,-0.338250639,-0.110382898,-0.279972385,-0.228424878,0.043989087,0.424634651,0.281042694,Consumer Cyclical
MANU,0.366544568,-0.384403134,-0.237508362,-0.235767393,2.792403238,-0.323581283,-0.5555841,-0.41032516,-0.448605833,0.030962126,-0.230359021,0.279554806,Consumer Cyclical
GIII,0.492704497,-0.384403134,-0.237508362,-0.235767393,-0.082907941,-0.282112307,-0.114964015,-0.197989507,-0.033867887,0.066103484,0.07287879,0.275814024,Consumer Cyclical
CME,0.783947774,-0.764017472,-0.065964314,-0.069315267,1.587079014,-0.493936297,0.69747072,3.493664579,-0.280165328,0.32494793,0.04016293,0.274897714,Financial Services
TDG,0.513501165,-0.638625088,-0.114250364,-0.108356477,1.292348953,-0.408405927,0.101758029,1.065294336,1.055356264,-0.577538393,-0.122361272,0.271252196,Industrials
TGT,1.194457743,0.134640617,0.008789429,-0.005444871,-0.471149754,-0.473623319,0.07786984,-0.490818967,-0.17576638,-0.173017762,-0.185691853,0.268348287,Consumer Defensive
IDTI,0.230537398,-0.239374871,0.253986524,0.234569881,0.206995864,-0.120404362,-0.11159061,-0.088066188,0.311569756,0.082908406,-0.053481865,0.260669179,Technology
URI,0.397706546,0.160223622,0.545829536,0.488918025,0.418041774,-0.223034351,0.099897831,0.856818342,0.797201839,0.649704603,0.09641055,0.259941726,Industrials
GES,0.376804435,-0.384403134,0.039788436,0.02627146,-0.186007449,-0.299079368,-0.020426435,-0.448766021,-0.292748928,0.030829498,-0.048416335,0.257668702,Consumer Cyclical
COF,0.384140947,-0.009224528,0.140632322,0.083537101,-0.931465748,0.231596016,0.019511748,-0.065643917,-0.493706803,-0.402763976,0.247034634,0.253840228,Financial Services
CTSO,1.072336246,0.114466034,-0.259239748,-0.256282599,0.528341799,-0.523484554,-0.149893925,-0.863441719,-0.741366655,-0.523641679,-0.088544933,0.253326486,Healthcare
VRNS,0.783135037,0.110391068,-0.271752907,-0.287312413,1.588395422,-0.122068492,0.017774424,-0.485657226,-0.792807469,-0.178568348,0.374790477,0.252669038,Technology
ANF,0.735144575,-0.384403134,-0.237508362,-0.235767393,1.209458013,-0.204883831,-0.102470061,-0.362410723,-0.296050982,0.045295713,-0.230359021,0.251383462,Consumer Cyclical
DM,-1.0004671,0.071238102,-0.267554845,-0.29175348,0.773765008,-0.393910464,0.106436592,0.819182121,-0.216975906,0.091389334,2.135561442,0.229954934,Energy
MEET,-0.132320109,-0.122898118,-0.271752907,-0.287312413,2.037591464,-0.122473014,-0.112876226,-1.916423402,-0.087026209,-0.245871655,0.856596863,0.22943273,Technology
FB,-0.631274931,-0.201933446,-0.088862091,-0.093630559,1.361999752,0.07235133,-0.112179851,1.457861862,1.213369788,0.342250616,1.093038885,0.229005054,Technology
YPF,-0.821740578,0.305125462,1.279261149,1.255771995,-1.28471753,2.389666823,0.001002399,0.025664098,-0.419778959,0.118383858,0.53389036,0.22842769,Energy
ABT,-0.04540641,0.12296907,0.998795312,0.980629018,0.37275314,1.127120077,-0.047324132,0.379551323,0.491728102,0.324350978,-0.192812901,0.228310354,Healthcare
ROST,0.541833202,-0.384403134,-0.134578249,-0.146875157,-0.384962262,-0.014191221,-0.088934945,0.490575574,2.154997773,0.277501791,-0.198013655,0.227526459,Consumer Cyclical
CAT,0.036471231,0.200888798,0.693608618,0.69085369,-0.459782917,1.7994765,0.097572583,-0.287861967,0.107488068,-0.140160205,0.222442143,0.218020204,Industrials
NKE,0.40444279,-0.384403134,-0.176057548,-0.186296931,0.276230821,0.836312687,-0.080605643,0.026005934,0.747398096,0.113004475,-0.040329993,0.217688009,Consumer Cyclical
COST,0.946221722,0.134640617,-0.155375083,-0.139335135,-1.305335806,0.424919472,0.143345981,-0.685656772,-0.094161541,-0.177315752,0.136174026,0.216344689,Consumer Defensive
TJX,0.346591816,-0.384403134,-0.093483017,-0.105134454,-0.58623522,0.41648357,-0.089767876,0.260112596,1.708031622,0.326726218,-0.088848043,0.212810589,Consumer Cyclical
NSC,0.714230342,-0.040538704,0.07983283,0.028163409,0.533470957,0.17116147,0.101583635,3.226818081,0.324770566,0.217490326,-0.10571559,0.209100884,Industrials
MCD,-0.520746392,-2.281092073,-0.192188387,-0.20755377,0.621576388,0.435870905,-0.081230341,1.843657426,1.27612297,0.027538373,-1.022820501,0.208855711,Consumer Cyclical
SGMS,-0.772822677,-1.638093788,-0.237508362,-0.235767393,1.357413631,-0.217256305,-0.129123828,-1.327075918,-0.310447897,0.027538373,-0.145452434,0.203811381,Consumer Cyclical
BTU,0.678163071,-0.200019399,-0.242668951,-0.273906843,-0.303827158,-0.157399079,-0.453576701,0.577984229,0.144434108,0.647919773,-0.478280661,0.203603186,Basic Materials
TRI,-0.355253857,-0.917653973,0.660299447,0.535073846,-0.219296845,-0.511607276,0.235725691,-0.26644835,0.087390625,-0.100420613,-0.380476202,0.20216589,Financial Services
TUP,-1.323594774,-2.866564092,-0.237508362,-0.235767393,1.606729801,-0.247864372,-0.119545131,-1.265406576,1.050922892,-3.274221426,-0.82066196,0.201448042,Consumer Cyclical
FND,-0.499720234,-0.384403134,0.108152466,0.131396191,0.126188757,-0.361289851,-0.109133503,0.371244941,0.22342818,0.184308913,0.501454896,0.201141255,Consumer Cyclical
TPR,-0.176119889,-0.079826119,-0.095787422,-0.082718151,1.570277315,-0.069267277,-0.094140759,0.157998403,0.3446796,0.090055016,0.691483924,0.19784783,Consumer Cyclical
INTU,0.267952156,0.08747453,0.301572535,0.361615213,1.303569637,-0.09537695,-0.110572832,0.706206532,1.385179874,0.734816494,-0.004408993,0.196071333,Technology
VMW,0.091769076,-0.239374871,0.259146453,0.290619292,1.397222028,-0.085495551,-0.110251428,0.611681318,-0.253411496,0.08024273,-0.13378293,0.188919632,Technology
WPRT,-0.162984882,0.137681826,-0.237508362,-0.235767393,-0.835609691,-0.356475198,-0.14640713,-2.074395395,-2.146257662,-0.226114053,0.950246856,0.186159639,Consumer Cyclical
AAP,0.615031973,-0.384403134,-0.099628098,-0.098950647,0.264466119,-0.054680109,-0.098097178,0.059618886,-0.195668503,0.104997707,-0.444647075,0.184419037,Consumer Cyclical
WLK,0.41926424,-0.144196057,-0.144081275,-0.149243053,-0.470436389,-0.138090491,-0.246649159,0.733769337,0.825182953,0.86134927,-0.121473139,0.181518347,Basic Materials
EMR,0.35324856,-0.019927946,0.36159828,0.307839565,0.428476713,0.575707685,0.102688128,0.183888294,1.038827056,-0.060513552,-0.096203771,0.178627629,Industrials
YY,-0.644023376,-0.18094148,-0.271752907,-0.287312413,-0.733398757,-0.097516809,-0.049131136,0.387841184,0.640534948,0.205709884,1.213490482,0.175928938,Technology
SYY,0.782219963,0.306943892,0.30041086,0.306965745,-0.999292405,0.107412565,0.021747433,-0.659337565,0.128300854,-0.0181685,-0.229019953,0.174973182,Consumer Defensive
SHPG,-0.163020011,0.116983297,0.994851629,0.958068995,0.594624036,0.634452517,-0.029786291,0.834730267,0.519647663,0.424619995,-0.221932784,0.174233942,Healthcare
VFC,0.231554711,0.113944726,-0.065062015,-0.058369408,0.679819786,0.10202261,-0.093307829,0.303563475,-0.855154712,0.027538373,0.368030259,0.171295353,Consumer Cyclical
ALGN,0.622204129,0.11379045,0.158001974,0.159133001,0.646057224,-0.408981577,0.008478087,0.60566564,0.962875429,0.524341949,-0.144671159,0.171088802,Healthcare
DE,0.187055577,-0.129734549,0.025647167,0.017734807,-0.754540569,0.626688876,0.098153895,-0.298958396,-0.658560037,-0.129812033,0.262867371,0.169050256,Industrials
NCS,-0.363041376,-0.129734549,0.760601801,0.545801311,-0.721887359,-0.759228536,0.096875008,-0.542547825,0.686607213,-0.232645907,0.060741231,0.163720399,Industrials
QDEL,0.572528601,0.12072009,-0.259239748,-0.256282599,0.401292685,-0.507202286,-0.12278999,0.403936197,0.728450738,0.362011559,0.165549531,0.160302762,Healthcare
IRDM,0.676189218,0.057581401,-0.362793807,-0.342585051,0.922498933,-0.711635671,-0.16366732,0.81442843,-0.619045617,-0.316531909,0.05473181,0.158071047,Communication Services
JBHT,0.137914089,-0.033185509,0.169485473,0.142878036,-1.025614486,-0.564247391,0.10082793,-0.028083911,1.427711422,0.3116771,0.227198052,0.155651731,Industrials
UNIT,0.248263812,-2.299176415,-0.306608281,-0.309021841,0.691061985,-0.238410319,1.512022298,-1.010897066,1.223065306,-0.849393144,-0.264847525,0.154654041,Real Estate
ADVM,0.894352491,0.106599825,-0.259239748,-0.256282599,-0.580653695,-0.528408995,-0.149893925,0.328515861,-0.303002752,0.037776273,-0.217470867,0.153645326,Healthcare
HUN,0.218632093,-0.075969784,-0.060791686,-0.048230289,-0.580657825,-0.134347167,-0.150446004,0.348283906,0.38786446,0.72153922,0.07358164,0.152612611,Basic Materials
DRI,0.189960431,-0.384403134,-0.076968111,-0.07730732,-1.012542124,-0.230286124,-0.098097178,0.214111092,0.356170669,0.165603533,-0.141409264,0.151361123,Consumer Cyclical
VRSN,0.263180281,-0.888958072,-0.242513309,-0.26053325,1.308802627,-0.11776274,-0.106483861,1.499728112,1.496670155,0.08024273,-0.562055272,0.151351211,Technology
TXT,0.678499114,0.001998331,0.138944463,0.061345326,-1.082713475,-0.32807983,0.103618227,-0.509106531,-0.306640843,-0.406641341,-0.260282638,0.150514794,Industrials
RP,0.07462482,0.292098114,-0.188620718,-0.060000913,0.243492189,-0.12095241,-0.111054937,-0.069208586,-0.084111439,0.08720756,0.745067607,0.150009511,Technology
SMTC,0.305650813,-0.239374871,0.271186287,0.337327135,0.183696464,-0.121205389,-0.110501409,0.238877986,0.054583419,0.154240291,-0.481754208,0.148319724,Technology
UNP,0.714109732,0.019882261,-0.018686558,-0.101720093,0.985749346,1.615591857,0.101118586,3.146786983,1.036122296,0.579494793,-0.150896727,0.1411752,Industrials
WUBA,-0.370290868,-0.143257698,-0.127848221,-0.118541409,1.602001907,-0.072374325,-0.112947649,0.468331953,0.119275335,0.162086999,0.664766543,0.140944267,Technology
RHT,-0.038959826,-0.239374871,-0.020063038,0.025941518,1.362090902,-0.109337195,-0.109715755,0.28710919,0.264771366,0.297455234,0.124964944,0.138344235,Technology
OCN,0.974274748,0.936392991,-0.200831195,-0.184512981,1.282788436,-0.611358075,-1.662559431,-0.925409943,-0.384101435,-1.549502399,-1.101079306,0.132843562,Financial Services
TROX,-0.627992935,0.087932896,1.034842783,1.404552989,-0.335983264,-0.292089101,0.002026922,-1.151445309,-0.217653453,-0.737420185,0.068824207,0.128571412,Basic Materials
BHGE,-0.419131393,0.165873505,-0.296609193,-0.319695954,-1.173173309,-0.200285345,0.063181539,-0.189411703,-0.317108151,0.072901456,1.326636653,0.127280342,Energy
TTPH,-0.658913873,0.105815626,-0.259239748,-0.256282599,-5.434219965,-0.53399809,-0.150956825,0.328515861,-1.28011076,-0.373285912,1.246977447,0.124655008,Healthcare
RE,-0.415291003,-0.778541422,-0.467576218,-0.412674658,-0.884520073,-0.636538881,-0.130738618,-0.546360892,-0.625233242,-0.662003631,0.347022625,0.124478481,Financial Services
DVA,-0.169858889,0.151090858,0.798456187,0.603332078,-0.103950278,-0.189066479,-0.111629546,0.405680309,0.576061259,0.428432076,-0.216296678,0.124279769,Healthcare
HDS,0.598377263,-0.129734549,-0.248236732,-0.333993511,0.240296074,-0.403175235,0.10425767,0.645302155,0.626801967,-0.270758035,-0.003463543,0.124051289,Industrials
LITE,-0.346586649,-0.072508893,-0.271752907,-0.287312413,-0.925436868,-0.12074254,-0.112661956,0.68956282,0.292866594,0.369258122,0.794140479,0.120323924,Technology
SFM,0.49082182,0.134640617,-0.120706801,-0.198470001,-0.461486342,-0.402857112,-0.015667505,-0.547244317,0.185069322,-0.168762063,0.105225384,0.118789097,Consumer Defensive
SSTK,0.465360413,-0.061485335,-0.271752907,-0.287312413,0.105652577,-0.121360703,-0.110947803,0.16190576,-0.024520418,0.201601125,-0.022253674,0.114595657,Technology
PLCE,0.004242923,-0.384403134,-0.402657425,-0.419735673,-0.097164534,-0.307897989,-0.102053596,-0.114913542,0.574766797,0.115155986,0.254821476,0.114287902,Consumer Cyclical
RUN,0.879891555,0.591872527,-0.642694468,-0.658484069,-1.632154985,-0.1231604,-0.104894698,0.758865458,-0.493152036,-0.152903701,0.588926649,0.113048636,Technology
EXPR,0.522745294,-0.384403134,-0.237508362,-0.235767393,0.027030095,-0.298537985,-0.092683131,-0.302836498,-0.431038906,0.056298878,-0.432517562,0.109935212,Consumer Cyclical
DHI,-0.135835559,-0.222931537,-0.025118986,-0.015469242,-1.049574494,-0.147251047,-0.121835689,0.299737653,0.402003256,0.106746425,0.145655864,0.109822848,Consumer Cyclical
BABA,-0.505740418,-0.147134025,-0.396896411,-0.392681514,0.798219053,10.44858169,0.838116387,1.426637854,-0.102286471,0.093773497,1.916564681,0.107648497,Consumer Cyclical
ETFC,0.954271132,0.353201464,-0.068579461,-0.090376345,1.363532981,-0.555253282,0.023176391,0.391508141,-0.44325052,-0.164683311,-0.194291668,0.105007382,Financial Services
FL,0.067445404,-0.384403134,0.120058562,0.044436395,0.203788668,-0.110826097,-0.106010015,-0.104346842,0.722038322,0.083458029,-0.363783658,0.104711152,Consumer Cyclical
CRSP,0.929680369,0.112011103,-0.259239748,-0.256282599,-2.594951632,-0.527459004,-0.149893925,-3.674206333,-0.261717037,-0.040818572,-0.396182407,0.104047012,Healthcare
LPX,0.20600141,-0.173667947,-0.156951095,-0.163738843,0.104182081,-0.217927758,-0.023385232,0.634770601,2.595048612,0.854158855,0.064066773,0.103390089,Basic Materials
AFMD,0.918444193,0.109458313,-0.259239748,-0.256282599,1.051109902,-0.524251557,-0.149893925,0.328515861,-0.911756399,-0.309904613,-0.389841787,0.10326609,Healthcare
CONE,0.100840096,-0.438687698,-0.306608281,-0.309021841,-0.574401838,-0.597474244,-0.330046969,-0.663785263,-0.955051567,-0.47788712,-0.256246308,0.102240058,Real Estate
CPE,-0.249529124,0.06680276,-0.209071254,-0.223678862,1.513614446,-0.393720198,0.042905732,0.82587024,0.147166987,0.105223751,0.873638772,0.101776633,Energy
SINA,-1.298099373,-0.024493971,0.024083021,0.023450433,0.972781599,-0.116663078,-0.113001216,0.228796878,0.19489767,0.201160196,1.441010164,0.101496333,Technology
LOW,0.250108557,-0.384403134,-0.19641313,-0.208326746,-0.279486655,1.39570926,-0.104760619,0.05060077,0.552973161,0.369132612,-0.27079073,0.090689484,Consumer Cyclical
KEYS,0.381334556,0.097722802,-0.271752907,-0.287312413,-0.037147259,-0.113656705,-0.111876303,0.160363944,0.040171466,0.180205583,0.147270795,0.090335315,Technology
OZM,-1.368192653,-1.367262157,-0.200831195,-0.184512981,0.215051384,-0.639705455,-1.816474441,-0.639057042,1.031130531,0.71557533,-1.349325352,0.088462466,Financial Services
SENS,-0.089113565,0.119385603,-0.259239748,-0.256282599,-0.943101025,-0.524830631,-0.149893925,0.328515861,-0.907198885,-1.002748155,0.577689811,0.08661494,Healthcare
SQM,-0.37752593,-0.143691857,-0.202966771,-0.224468571,0.249441229,-0.225710302,-0.170412696,0.850129143,1.076156876,0.351632642,0.516022968,0.083211606,Basic Materials
HES,0.596586811,0.135737871,-0.296609193,-0.319695954,1.018639656,-0.142828051,-0.262583082,-2.154022422,-2.189440026,-0.016229381,-0.188749117,0.079357904,Energy
K,-0.071752126,0.276759647,0.933616834,1.015468392,0.101699347,-0.200805538,0.094238875,0.366543213,0.267383858,0.034607444,-0.253778866,0.079029106,Consumer Defensive
BBY,0.226520468,-0.384403134,-0.128433167,-0.171223899,-0.914600489,-0.361289851,-0.110799364,-0.235155078,0.435816288,0.164994429,-0.359740488,0.07784977,Consumer Cyclical
WERN,-0.14691216,-0.082594467,0.267019667,0.235787403,-0.60616506,-0.730546716,0.098386419,0.013489698,-0.040372139,-0.164582749,0.115434187,0.073249914,Industrials
STI,0.746037132,0.200848388,-0.033835361,-0.067400624,-0.931465748,-0.275647467,0.063487465,0.471621434,-0.439093103,-0.193475216,-0.228770286,0.073031877,Financial Services
JWN,0.06173864,-0.384403134,-0.060069137,-0.052958577,-0.214462682,-0.361289851,-0.094348992,-0.165014172,0.093723502,0.289349842,-0.266747559,0.07122469,Consumer Cyclical
X,0.075003237,-0.102617137,-0.265616083,-0.301372549,-1.271653864,-0.171432191,-0.328331083,-0.10589093,-0.024784825,0.1585841,-0.0310819,0.069751158,Basic Materials
RL,0.304746322,-0.164466138,0.077042992,0.085790609,1.275756966,-0.07912971,-0.089976108,-0.147160123,0.086591066,0.058293202,-0.428474391,0.069252389,Consumer Cyclical
GOOG,-0.100955879,-0.155940754,-0.325072173,-0.345230138,0.099600194,0.239390856,-0.111054937,0.423816863,0.53309293,0.185577015,0.365868137,0.068945259,Technology
GOOGL,-0.104817605,-0.155940754,-0.325072173,-0.345230138,0.099600194,0.239390856,-0.111037082,0.423816863,0.53309293,0.185577015,0.365868137,0.067652065,Technology
EXK,-0.269344736,-0.188109829,-0.242668951,-0.273906843,-0.04749519,-0.288166358,-0.366449315,-0.331410615,-0.851918181,-0.661896014,0.159215446,0.067253634,Basic Materials
EXAS,0.332705376,0.119635286,-0.259239748,-0.256282599,0.616669162,-0.505165084,-0.293916796,-0.245963161,0.090666876,0.133260651,-0.048387675,0.066453155,Healthcare
INTC,-0.025630172,-0.021851506,0.192640701,0.200317463,0.305290206,0.094152618,-0.112126283,0.696718431,0.581267743,0.272311697,-0.111477078,0.063170413,Technology
ILMN,0.250265583,0.105815626,0.230565752,0.236148253,0.56153187,-0.329767098,0.013261135,0.668909841,0.752502156,0.467152051,-0.173086529,0.062889348,Healthcare
TD,0.033030652,-1.070959887,-0.151890582,-0.143986362,-0.931465748,0.875973894,0.521567852,0.494888538,-0.680602854,-0.803325435,-0.249457456,0.060358216,Financial Services
RGR,0.443363851,-0.108881862,0.122196167,0.085046695,-0.443309784,-0.81707402,0.094898548,0.021394004,2.368667334,-0.160006053,-0.402959912,0.05886114,Industrials
HD,-0.003179797,-0.384403134,-0.100780301,-0.115183142,-0.279834377,2.217353468,-0.103719457,0.402671711,1.858208902,1.767752773,-0.218229509,0.055310995,Consumer Cyclical
IRBT,-0.317961282,-0.156849631,-0.059622493,-0.084911762,-0.140811384,-0.120684235,-0.109465774,0.13676229,0.506617024,0.210800723,0.276644732,0.055125454,Technology
ACN,-0.168496399,-0.239374871,0.029816276,0.060193935,-1.084846537,-0.061891882,-0.109769322,0.309603878,1.042855321,0.517273286,-0.049020695,0.053814458,Technology
STMP,-0.201335451,-0.160060437,-0.037262801,0.003521753,1.186662988,-0.120997029,-0.11159061,1.262407045,1.066659427,0.434286585,0.124964944,0.05267258,Technology
AVAV,1.425797699,-0.117978177,-0.783197009,-0.756825936,0.268787092,-0.826905352,0.109431347,-0.19027422,-0.348714766,-0.463242509,-0.493322187,0.052608445,Industrials
AG,-0.607926292,-0.181430561,-0.242668951,-0.273906843,-0.008658997,-0.283991072,-0.010679155,-2.63265221,-2.252152867,-1.383708989,0.815741287,0.052418587,Basic Materials
WGO,-0.5428158,-0.384403134,0.020585056,0.025884972,-1.397354229,-0.344583987,-0.116838108,0.001046702,0.561426486,0.131410215,0.169914889,0.049641796,Consumer Cyclical
NWSA,-0.550863664,-0.203221112,-0.237508362,-0.235767393,0.382169942,-0.05198175,-0.099138341,-1.986036071,-0.553214901,-0.038171153,0.634879533,0.04962232,Consumer Cyclical
TSCO,0.270427611,-0.044337737,-0.102316571,-0.123685878,-0.272474382,-0.17425152,-0.101428899,0.120195151,1.110227781,0.19677098,-0.165668288,0.049403129,Consumer Cyclical
SNAP,-1.101990793,-0.200717591,-0.271752907,-0.287312413,-1.421914263,-0.122339444,-0.115447456,-6.236553813,-2.520947315,-0.421144859,1.204568141,0.048996496,Technology
ULTA,-0.379644834,-0.384403134,-0.115758937,-0.126777781,-0.196323022,-0.203910572,-0.110799364,0.423440707,1.469359429,0.197173775,0.145655864,0.048484864,Consumer Cyclical
OHI,-0.088678756,-0.460310901,-0.244955565,-0.285732695,-0.025058653,-0.347193383,-0.386823076,-0.741769977,-0.494866148,-0.691623183,-0.368062131,0.048479175,Real Estate
KBH,-0.248590795,-0.384403134,0.043629112,0.074582458,-1.231317078,-0.305140261,-0.118712201,-0.214750451,-0.271615717,0.059673509,-0.161625118,0.045509511,Consumer Cyclical
TRTN,-0.410165098,0.141500821,0.70444575,0.850126891,3.567927723,-0.599695726,0.100130355,1.854964979,-0.424147514,-0.130136007,0.079764868,0.044138115,Industrials
RF,0.917889708,0.049367551,-0.099587636,-0.124839927,-0.931465748,-0.40690209,0.30535391,0.263073728,-0.462148007,-0.308586881,-0.335654,0.042642204,Financial Services
CMG,0.370453419,-0.232104826,-0.343511016,-0.350554324,-0.420197953,-0.255620717,-0.085394992,-0.125480206,0.361982363,0.086208823,-0.22227268,0.04072318,Consumer Cyclical
TIF,0.049978778,-0.186813084,-0.133041978,-0.136053493,1.388476777,-0.165790019,-0.084353829,0.468075738,0.497895034,0.098381072,-0.068632189,0.039823841,Consumer Cyclical
CCI,0.085953283,-0.377138554,-0.25230278,-0.239383851,-0.577809875,1.680835606,-0.118263075,-0.752365022,-0.091145199,-0.522426303,-0.210524049,0.039509362,Real Estate
ARCH,0.219616464,-0.088918067,-0.1950749,-0.248729945,-0.757483659,-0.250169965,-0.366449315,0.296839431,0.283886637,1.016016771,-0.368859688,0.037016419,Basic Materials
STZ,-0.149529808,0.167666384,0.696037137,0.747687864,0.694937398,-0.271565193,0.040454902,2.384222087,-0.110837242,-0.162666635,-0.235209681,0.034392121,Consumer Defensive
FLR,0.848464244,0.020042252,-0.379267518,-0.378552085,-1.876355059,-0.714680224,0.098270157,-0.655640203,-0.57771777,-0.382482059,-0.255526728,0.031785863,Industrials
HCA,0.231250858,0.008405844,-0.006843999,-0.063355504,0.026753954,1.154729479,-0.094091706,0.431776689,0.783332397,0.301478492,-0.215357327,0.031578465,Healthcare
WDAY,0.0526358,0.298283897,-0.271752907,-0.287312413,0.700060306,-0.114752952,-0.099002294,-0.671030975,-0.63961966,-0.142912427,0.513086755,0.031562682,Technology
