,52WeekChange,debtEquityRatio,earningsGrowth,earningsQuarterlyGrowth,grossMargins,grossProfits,pegRatio,profitMargins,returnOnAssets,returnOnEquity,revenueGrowth,score,sector
CG,0.011822257,1.307274999,-0.219884411,-0.119095997,0.17009536,-0.581345905,-0.980935816,-0.411337241,0.207011657,0.938502346,-0.518390672,-0.35093067,Financial Services
GCI,-0.192633087,-0.024915003,-0.237508362,-0.235767393,-0.053872998,-0.272209569,-0.132872014,-0.381995521,-0.280333113,0.040103594,-0.784273423,-0.352209285,Consumer Cyclical
AKAO,-0.831989723,0.125630774,-0.259239748,-0.256282599,-0.580653695,-0.523325039,-0.150956825,0.328515861,-1.721232151,-0.894377293,0.007738552,-0.352721623,Healthcare
ALV,-0.271178109,0.305661287,-0.511732619,-0.511333325,-1.082202387,-0.199993295,-0.117254573,-0.190428864,0.120932427,0.087078267,-0.092891214,-0.354736219,Consumer Cyclical
CAH,-0.454562131,0.183731777,-0.259239748,-0.256282599,-0.495002424,0.218077905,-0.038820936,0.331563971,0.488970611,0.33603036,-0.215827002,-0.358179907,Healthcare
GILD,-0.350332565,0.13386232,-0.577100644,-0.574456719,0.735624728,1.724496555,-0.260966914,0.483659753,0.782719622,0.388036184,-0.281816415,-0.360715009,Healthcare
CHS,-0.445935662,-0.384403134,-0.338902205,-0.337027244,-0.057234483,-0.295932322,-0.114131084,-0.087768082,0.106271307,0.098081432,-0.796402935,-0.360902195,Consumer Cyclical
JBLU,-0.416973143,-0.036159474,-0.379267518,-0.378552085,-0.023098079,-0.268179683,0.100769798,0.111685499,-0.144054601,-0.186757426,-0.222235364,-0.361028783,Industrials
HTHT,-0.244857988,0.048827103,-0.297038838,-0.286397318,-0.116636896,-0.17394529,1.023651593,0.6951684,-0.042056955,0.117066799,0.52167075,-0.364234924,Consumer Cyclical
ADMP,-0.654815302,0.109992895,-0.259239748,-0.256282599,0.031208734,-0.523896019,-0.149893925,-3.598671893,-1.431772568,-0.64056573,-0.225690189,-0.366614736,Healthcare
HOG,-0.677778582,-0.384403134,-0.245189714,-0.260502624,-0.321734851,-0.217280923,-0.10725941,0.340091448,-0.207159624,0.142791609,-0.675107811,-0.368804521,Consumer Cyclical
SAP,-0.423717393,-0.032265591,-0.22474022,-0.239981799,0.676351347,-0.03201713,-0.109751466,0.614764951,0.350838301,0.250785862,-0.606666975,-0.371035844,Technology
KIRK,-0.883648773,-0.384403134,-0.237508362,-0.235767393,-0.409824369,-0.345712912,-0.105385317,-0.416792698,-0.642634521,0.038526802,-0.489121954,-0.373496879,Consumer Cyclical
LVS,-0.456111431,0.214403271,-0.231747348,-0.228810609,2.138396752,0.389050621,-0.07956448,2.083684892,0.665375077,0.315939187,-0.307179267,-0.376625612,Consumer Cyclical
PTLA,-0.680236315,0.124541467,-0.259239748,-0.256282599,-0.580653695,-0.522192123,-0.149893925,0.328515861,-1.708363876,-1.59928238,-0.218879893,-0.377667832,Healthcare
DLTR,-0.303285736,0.134640617,-0.439858926,-0.441703981,-0.010173128,-0.034882009,-0.043728709,-0.185876025,0.01511819,-0.183638515,-0.303296694,-0.379117755,Consumer Defensive
ERIC,0.10034865,0.265505344,-0.271752907,-0.287312413,-1.126803841,0.157234715,-0.113751158,-0.647745592,-0.261751001,-0.169759602,-0.816341976,-0.379833472,Technology
CIM,-0.338497408,0.952339514,-0.295108293,-0.30592427,0.967816267,-0.395834007,-0.914930997,1.821895549,-0.183605766,0.23577842,-0.46991865,-0.380310956,Real Estate
VTR,-1.003262056,-0.53754437,-0.276261089,-0.29789353,-1.050282881,0.99026897,0.082706321,0.046115104,-0.201956789,-0.087617509,-0.318265611,-0.380983569,Real Estate
LB,-1.063028321,-0.384403134,-0.337365935,-0.347075932,0.284691936,0.064130754,-0.088310248,0.168018496,-0.855154712,0.027538373,-0.22227268,-0.383317851,Consumer Cyclical
MELI,0.081136329,2.153880992,-0.237508362,-0.235767393,0.858143107,-0.299249597,-0.983085534,-0.847567175,-0.90402511,-0.075267543,0.17395806,-0.384403143,Consumer Cyclical
C,-0.1818921,0.385049614,-0.098840451,-0.133455823,-0.931465748,2.248403342,0.067152109,-0.979687421,-0.735405539,-0.945657488,-0.425298405,-0.38607756,Financial Services
HUM,-0.067246791,0.138647399,-0.801890607,-0.803168678,-0.268529954,0.537602454,-0.06805067,0.36902149,0.60179782,0.413652664,-0.220054082,-0.38659607,Healthcare
PRTY,-0.416930438,0.350083604,-0.088490138,-0.181659075,-0.754532562,-0.315532067,-0.124959177,0.379807597,-0.156440102,0.134323107,-0.436560733,-0.389035245,Consumer Cyclical
AMC,0.042550535,0.720394388,-0.237508362,-0.235767393,-1.172668062,-0.294984883,0.503486672,-0.926908382,-0.571045992,-0.034148121,0.250778305,-0.389353527,Consumer Cyclical
ALKS,-0.341816653,0.112954265,-0.259239748,-0.256282599,0.796979105,-0.447068179,0.337445456,0.103412147,0.245315963,0.197571065,-0.140678917,-0.397378346,Healthcare
CLX,-0.127737658,0.300728815,-0.140080252,-0.129293365,0.317745743,-0.333414373,0.179591703,0.382353572,1.183132891,0.36607611,-0.445660448,-0.397932959,Consumer Defensive
TTWO,-0.009373234,-0.003462701,-0.206967132,-0.16960865,-0.117420972,-0.118185591,-0.112251274,0.318301304,-0.002821502,0.205820118,-1.097395701,-0.399340697,Technology
T,-0.185128042,0.146178713,-0.262042901,-0.271153618,-0.701838823,2.451266814,0.271943055,0.199846042,-0.119210502,0.039485022,-0.33526766,-0.40018679,Communication Services
PBYI,-0.686101173,0.174696507,-0.259239748,-0.256282599,0.817147638,-0.522193984,-0.152019724,-2.031992262,-2.090582272,-2.000184779,-0.232735322,-0.400251008,Healthcare
GLOG,-0.401564199,0.146995076,-0.379267518,-0.378552085,2.272412479,-0.763987075,0.10716423,-0.341064026,-0.851499546,-0.452347544,-0.169920363,-0.401637129,Industrials
ENBL,-0.320928829,0.070927765,-0.29754643,-0.319695954,0.036045882,-0.318977404,0.355153149,0.26285229,0.095267429,0.099421742,-0.16717779,-0.403911321,Energy
CTB,-0.802410567,-0.009831525,-0.487152294,-0.494327853,-1.349136808,-0.321099088,-0.74799098,-0.318048877,-0.240576476,0.046700581,-0.683194153,-0.404978169,Consumer Cyclical
OKE,-0.114948423,0.210604142,-0.097727495,0.227901524,-0.949562439,-0.238533082,0.086160786,0.007935785,0.984328959,0.125160277,-0.706460982,-0.405300609,Energy
LCI,-0.811537741,0.128532195,-0.259239748,-0.256282599,0.18410495,-0.49130444,-0.153082624,0.396829378,0.644998426,0.344427358,-0.170503313,-0.405576791,Healthcare
CAG,0.028200029,0.134640617,-0.727401735,-0.821059729,-0.423098171,-0.349930201,0.117623211,0.074191736,-0.07021218,-0.212550824,-0.266158323,-0.405874619,Consumer Defensive
CWH,-1.392434584,-0.384403134,-0.290893757,-0.062234288,-0.584148889,-0.267743928,-0.110591131,-0.393473127,0.181822301,0.539632548,-0.032243652,-0.406859242,Consumer Cyclical
GGAL,-2.042754185,-0.100839752,-0.149275434,-0.105374386,-0.931465748,0.879816688,-0.160055763,0.264860604,-0.076639478,0.860489228,0.709048108,-0.407361999,Financial Services
AIMC,-0.824500976,-0.037898434,-0.156613701,-0.15481116,-0.214737607,-0.78963623,0.100711667,-0.307090711,0.250239285,-0.299169979,-0.191321955,-0.411749955,Industrials
BDC,-0.829849533,-0.239374871,-0.40591106,-0.410621118,-0.694945738,-0.117752725,-0.112144139,0.003098656,0.151661739,0.124677343,-0.352380271,-0.412207285,Technology
IRT,-0.327309028,-0.389168147,-0.578774678,-0.402293153,-1.052230331,-0.932599026,0.469324577,-0.822843558,-0.681198753,-0.684026866,-0.25398283,-0.413407656,Real Estate
CC,-0.392456666,0.137144881,-0.142988554,-0.160229336,-0.07683518,-0.139396302,0.526606391,0.533565441,1.471680566,5.373989515,-0.050111634,-0.416436042,Basic Materials
KO,-0.317328184,0.134640617,0.475791581,0.550199725,1.373765567,0.687568829,0.173745619,-0.210396467,-0.213198206,-0.264094989,-1.107961393,-0.419294744,Consumer Defensive
MLCO,-0.402399908,0.144760555,-0.034336608,-0.015469242,-0.258913116,-0.231293834,-0.095181922,0.255193623,-0.213499594,0.086754072,-0.776187081,-0.420834077,Consumer Cyclical
BMY,-0.272844486,0.128694028,-0.724594409,-0.717596176,0.568009972,1.012029195,-0.06858212,0.356894251,0.779272763,0.327233919,-0.207138005,-0.421562936,Healthcare
BK,-0.31010029,0.191723174,-0.137320475,-0.142709933,-0.931465748,0.045297674,0.320012482,0.378888064,-0.441927715,-0.193082372,-0.308071106,-0.422409176,Financial Services
HAS,-0.463187815,-0.384403134,-0.273994783,-0.278281071,0.759737843,-0.156024935,0.076401703,-0.079296491,0.225937873,0.0843373,-0.840877814,-0.423352994,Consumer Cyclical
ORCL,-0.776595652,-0.239374871,-0.227606848,-0.253682767,1.114352755,0.053193969,-0.111072793,0.28311626,0.278859463,0.156545199,-0.628972826,-0.427575887,Technology
WFC,0.124583636,0.349465575,-0.235575295,-0.220891207,-0.931465748,3.224626556,0.272372122,0.259686,-0.467628285,-0.218506827,-0.556317151,-0.429715502,Financial Services
MCF,0.270301986,0.085655212,-0.296609193,-0.319695954,0.73385048,-0.409811488,0.007761002,-0.95755331,-2.032895307,0.048100283,-1.181030191,-0.433584537,Energy
AM,-0.562716156,0.155944684,-0.285924691,-0.308068884,0.899096572,-0.377431486,0.146988205,0.748428903,1.71064042,0.166111478,-0.150999294,-0.43419101,Energy
DY,-0.354468474,-0.129734549,-0.693544366,-0.67813739,-1.054515573,-0.732023519,0.108268723,-0.474069175,-1.70349894,-0.577538393,-0.281684229,-0.436077081,Industrials
UNM,-0.968565965,-0.207990168,-0.123871146,-0.131860286,-0.204361875,-0.510829337,0.04516425,-0.304680837,-0.385613233,-0.158285081,-0.380476202,-0.436695799,Financial Services
IRM,-0.652500229,0.231157528,-0.263999834,-0.200317789,1.271185959,-0.370636902,0.100769798,-0.406426556,-0.355326401,-0.389590102,-0.062912407,-0.437113266,Industrials
CERN,-0.769169526,-0.147225209,-0.293539274,-0.322810374,1.329962987,-0.099341835,-0.110126437,0.551076068,0.446459233,0.263302514,-0.5129824,-0.439446517,Technology
ADP,0.500025063,0.616905684,-0.954620744,-0.938852451,0.446708662,0.417082405,0.106059737,0.171423811,-0.418437465,0.305196823,-0.143762863,-0.440441322,Industrials
MYL,-0.097182794,0.129855474,-0.947806899,-0.936195022,0.072084379,-0.00991165,-0.095154605,0.392102363,0.490923835,0.333182155,-0.244946885,-0.441545816,Healthcare
GPOR,-0.541898396,0.117488497,-0.276927215,-0.310131752,0.997697367,-0.363097117,0.128064119,0.774669335,0.355611292,0.124208092,-0.283123676,-0.449167301,Energy
XEC,-0.633207577,0.120725847,-0.21300765,-0.235305932,1.13705737,-0.321191597,0.038850571,0.701931985,1.989036152,0.163177129,-0.347837659,-0.451209768,Energy
MNK,-0.32542358,0.105815626,-0.818454078,-0.841287338,0.264110319,-0.351947686,-0.114286795,1.162035304,0.458906335,0.560639211,-0.22028892,-0.45189847,Healthcare
MTZ,-0.177695281,0.039791755,-0.35956364,-0.391824851,-1.353552899,-0.66112663,0.099955962,-0.369565129,-0.139246139,-0.073028587,-0.683558553,-0.453521731,Industrials
USB,-0.12255307,0.361385047,-0.125739109,-0.131222072,-0.931465748,0.247516632,0.466598206,0.556611511,-0.407156357,-0.045811352,-0.294279659,-0.456851697,Financial Services
MDCO,-0.239879855,0.614253021,-0.259239748,-0.256282599,-0.813245278,-0.524729189,-0.161054369,0.328515861,-0.297104792,-2.934561421,-0.43164291,-0.461320388,Healthcare
MDLZ,-0.15115518,0.176243728,-0.547942393,-0.610182563,0.136954979,0.053929221,0.034608818,0.206734414,-0.716842531,-0.25659333,-0.482798819,-0.464249646,Consumer Defensive
NRZ,0.364869568,0.075498062,-0.469524786,-0.361451103,0.620087928,0.321148402,0.669392766,1.22502009,2.000157554,0.821150372,-0.545518821,-0.465021622,Real Estate
FLEX,-0.983862266,-0.239374871,-0.298699202,-0.3309064,-2.225561568,-0.113924836,-0.113072639,-0.032323594,-0.059011956,0.222415454,-0.468370697,-0.466161552,Technology
MHK,-0.973032185,-0.169863605,-0.332373056,-0.330843436,-0.451261331,-0.136389312,-0.083729131,0.392833802,0.08804397,0.092540553,-0.351654146,-0.467822217,Consumer Cyclical
VAC,-0.444843148,0.153567878,-0.534392607,-0.536068555,0.974340135,-0.270137107,-0.116005177,0.834721477,-0.149175584,0.122882758,-0.388042683,-0.46828038,Consumer Cyclical
EPD,-0.269528356,0.203601894,-0.293610034,-0.313882419,-1.401567637,-0.167719584,0.459235622,0.100033412,0.469564522,0.12722395,-0.180659869,-0.468878592,Energy
BG,-0.660483624,0.21286416,-0.225731302,-0.218553541,-1.780064264,-0.379329527,-0.036713408,-0.890151263,-1.131253642,-0.319810273,-0.346624793,-0.469663491,Consumer Defensive
HIMX,-1.361986771,-0.022092484,-0.271752907,-0.287312413,-1.421186248,-0.122232665,-0.102984131,0.049274085,-0.221915694,0.136342181,0.093736752,-0.471642104,Technology
ODP,-0.944230283,0.176653336,-0.413795385,-0.364467891,-0.902951751,-0.176575647,-0.224702571,-0.374070501,-0.309523322,0.052035151,-0.105020726,-0.47166572,Consumer Cyclical
LOGM,-1.156770073,-0.151851873,-0.599121734,-0.635441533,1.047867554,-0.118784129,-0.112358408,0.391478289,-0.160705343,0.125679475,0.066969731,-0.474903931,Technology
ADRO,-0.603416716,0.121793667,-0.259239748,-0.256282599,-0.580653695,-0.531940621,0.077566549,0.328515861,-0.2243761,-0.08468793,-0.362835444,-0.474950708,Healthcare
MIK,-0.981623762,-0.384403134,-0.31585815,-0.323500165,0.003906481,-0.201406535,-0.112465224,0.117280204,1.88977667,0.027538373,-0.630632932,-0.477082162,Consumer Cyclical
AHL,-0.581092018,-0.401893153,-0.200831195,-0.184512981,-0.847396724,-0.648388885,0.048828893,-1.31629729,-1.035497479,-1.538894789,-1.007987039,-0.478948664,Financial Services
DVN,0.06648726,0.289647111,-0.296609193,-0.319695954,-0.738733888,-0.118241365,0.052367775,-0.244100669,-0.453626492,0.074698374,-0.865549524,-0.479228781,Energy
PEP,-0.35056181,0.134640617,-0.35114891,-0.369180088,0.888577315,1.347258473,0.138669114,-0.214372711,0.091755861,-0.10435564,-0.464229634,-0.479750028,Consumer Defensive
EFX,-0.566631069,-0.038274787,-0.502416753,-0.49705893,1.531942184,-0.850884791,0.126463788,0.369335472,0.093062682,-0.249636383,-0.284062183,-0.480433002,Industrials
NBR,-0.528062611,0.228974711,-0.296609193,-0.319695954,-0.487347471,-0.357055817,0.011816163,-0.864815639,-1.157372813,0.01195444,-0.380194651,-0.481885776,Energy
GSAT,-0.695700522,0.150523674,-0.362793807,-0.342585051,-0.09717624,-0.721499397,0.277071905,2.815481947,-2.126191756,1.06736843,0.037775311,-0.482771533,Communication Services
NXPI,-1.004715215,-0.239374871,-0.202380528,-0.223789747,-0.184998332,-0.097487648,-0.112447687,0.312608443,-0.085406888,0.15727675,-0.597744634,-0.484339273,Technology
VZ,0.069278901,0.643906266,-0.387981534,-0.35521762,-0.138429516,2.126057143,0.296561537,0.339500226,1.162532285,2.307819312,-0.20809392,-0.489088119,Communication Services
AIG,-0.644154148,0.02428076,-0.253881326,-0.239080319,-0.373784381,-0.129557726,-0.123409332,-1.163590633,-0.637705581,-1.339315617,-0.701127344,-0.500011415,Financial Services
MCHP,-0.707745189,0.51170435,-0.73041326,-0.779924459,0.159077372,-0.109714699,-0.112751235,0.016342465,0.094985513,0.108532968,0.325717605,-0.503797986,Technology
SPG,0.603935875,1.886901352,-0.165413977,-0.259575426,0.333975391,3.379022001,-0.243530995,0.239117455,1.982512408,3.097387649,-0.32867761,-0.511175357,Real Estate
MIC,-1.345434599,-0.012745357,0.040425075,0.070825874,1.106571868,-0.624896511,0.112570431,1.260393812,-0.933543959,-0.267416622,-0.129495135,-0.511443245,Industrials
SWKS,-0.922905455,-0.239374871,-0.163394398,-0.185177931,-0.209435215,-0.112930181,-0.112376264,0.843625873,1.212155378,0.309831587,-0.807419635,-0.513989451,Technology
CSTE,-0.877799517,-0.181452008,-0.271079685,-0.310985546,-0.093928475,-0.27492004,-0.145000542,-0.214702427,0.001515489,-0.536133508,-0.72566721,-0.516031287,Basic Materials
BKS,-1.112824221,-0.384403134,-0.237508362,-0.235767393,-0.505969558,-0.277886772,-0.113506387,-0.769865625,-0.748564418,-0.097450704,-0.731712202,-0.528045088,Consumer Cyclical
SLB,-0.422361688,0.120017287,-0.296609193,-0.319695954,-1.308352838,-0.138719224,0.117250355,-0.261252979,0.078907823,0.071404642,-0.633657751,-0.529965425,Energy
ABX,-1.028175249,-0.118490078,-0.242668951,-0.273906843,0.243808868,-0.022656824,-1.281286867,-0.539917643,0.197646207,-0.837753998,-1.719970839,-0.530346031,Basic Materials
GG,-0.596147776,-0.171138103,-0.242668951,-0.273906843,0.918432302,-0.157503543,0.027439076,0.156034776,-1.285566844,-0.574467024,-0.901692254,-0.532269985,Basic Materials
BBBY,-1.194158901,-0.384403134,-0.389599127,-0.398478834,-0.19782999,-0.027812411,-0.142450712,-0.16802021,-0.008243923,0.096799367,-0.541683174,-0.532862452,Consumer Cyclical
NOV,0.334577153,0.045285553,-0.296609193,-0.319695954,-1.296776401,-0.35410124,1.204033573,-0.221124263,-0.782511538,0.076391552,-0.40715881,-0.539503325,Energy
BUD,-0.7731148,0.200360927,0.072008061,0.103898845,1.341801972,-0.473623319,0.040454902,0.459512372,-0.601708569,-0.259167895,-0.687059858,-0.542994142,Consumer Defensive
FCAU,-0.385578176,0.59944039,-0.372316085,-0.369878723,-1.409872213,0.911294194,-0.128707363,-0.17321245,-0.281918151,0.107763235,-0.404215366,-0.544280885,Consumer Cyclical
WPG,-0.736484751,0.437753412,-0.602413543,-0.412503665,-0.418118976,-0.517527471,-0.504881331,-0.744526678,-0.2238367,-0.397119295,-0.362629783,-0.544800053,Real Estate
VIAB,-0.459747832,0.266502532,-0.32853238,-0.326978557,0.442093995,0.086872893,-0.100387736,0.967351555,0.109045033,0.180649379,-0.711496348,-0.555297119,Consumer Cyclical
RACE,-0.285653438,0.690446857,-0.167992129,-0.166586044,0.78459995,-0.228737707,-0.100179503,1.100346001,0.782003687,0.426501346,-0.62254659,-0.555486503,Consumer Cyclical
PG,-0.526102827,0.170106116,-0.365424085,-0.381453362,0.650655608,1.276131916,0.164391884,0.491227953,-0.042714868,-0.224228878,-0.451850177,-0.559291696,Consumer Defensive
COTY,-0.86789376,0.175867754,-0.225731302,-0.218553541,1.305006884,-0.166861869,-0.042559492,-1.059995297,-1.098256867,-0.327153335,-0.451850177,-0.5595945,Consumer Defensive
DUK,-0.038407439,0.222749848,-0.580166999,-0.633150824,0.392759913,0.981808083,0.522661664,0.260692576,-0.108712924,0.235120244,-0.31658313,-0.560189694,Utilities
MGM,-0.771790997,0.374296461,-0.39536014,-0.394227466,0.269566038,-0.015436859,-0.075816294,1.156094358,-0.466304842,0.120603535,-0.238445363,-0.568025556,Consumer Cyclical
MO,-0.437195209,0.18279875,-0.265497861,-0.282151416,1.29741399,0.155141735,-0.006313771,4.287630293,1.107559809,0.076218128,-0.841803069,-0.573660373,Consumer Defensive
BITA,-1.32063652,0.248709013,-0.271752907,-0.287312413,0.311570122,-0.092518737,-0.087306767,-0.701985868,-0.395830817,-0.010400277,0.031280369,-0.574170435,Technology
WYNN,-0.479349584,1.295214322,0.1361894,0.181253141,1.937413563,-0.185434198,-0.103511224,0.249910282,0.009587169,0.351390009,-0.193970484,-0.576277922,Consumer Cyclical
ARNC,-0.662481385,0.06420925,-0.795019336,-0.790007853,-1.000875415,-0.277649191,0.099781568,-0.946883492,-0.511901946,-0.704896084,-0.112849453,-0.578113664,Industrials
COG,-0.545726028,0.139553014,-0.119846289,-0.137601039,0.668250242,-0.337116413,0.0672367,0.057856667,-0.691969425,0.099106818,-0.876335188,-0.582899073,Energy
GME,-1.046915181,-0.384403134,-0.437991643,-0.43751412,-0.359752259,-0.133110391,-0.12683327,-0.453867178,0.030588232,0.028397995,-0.780230252,-0.584633557,Consumer Cyclical
CLNE,-0.214326766,0.077121904,-0.296609193,-0.319695954,-0.476253347,-0.406659223,-0.122004159,-1.323511745,-1.30545568,-0.007641224,-1.28888683,-0.584980178,Energy
